bread_name,task_name,run_id,task_instance_id,seed,world_name,experiment_condition,baseline_name,knowledge_query_success,knowledge_query_error,knowledge_prior_task,knowledge_cutting_tool,knowledge_cutting_position,knowledge_repetition,required_prerequisite,prerequisite_source,prerequisite_satisfied_initially,autonomous_execution_feasible,feasibility_reason,robot_decision,decision_reason,assistance_requested,assistance_type,assistance_completed,task_blocked_by_prerequisite,task_resumed_after_assistance,final_success,robot_name,outcome,succeeded_arm,tool_name,phase,total_attempts,retry_count,collision_failure_count,recovery_used,recovery_success,perturbation_applied,perturbation_type,object_aabb_min_x,object_aabb_min_y,object_aabb_min_z,object_aabb_max_x,object_aabb_max_y,object_aabb_max_z,object_size_x,object_size_y,object_size_z,object_volume_aabb,target_world_x,target_world_y,target_world_z,support_surface_name,support_world_x,support_world_y,support_world_z,support_yaw_rad,support_size_x,support_size_y,support_size_z,object_world_x,object_world_y,object_world_z,object_quat_x,object_quat_y,object_quat_z,object_quat_w,object_roll_rad,object_pitch_rad,object_yaw_rad,anchor_local_x,anchor_local_y,anchor_local_z,anchor_norm_x,anchor_norm_y,anchor_norm_z,cut_normal_local_x,cut_normal_local_y,cut_normal_local_z,cut_normal_world_x,cut_normal_world_y,cut_normal_world_z,cut_normal_world_yaw_rad,robot_world_x,robot_world_y,robot_world_z,robot_yaw_rad,robot_to_object_yaw_rad,object_yaw_relative_to_robot_rad,object_yaw_relative_to_approach_rad,cut_normal_relative_to_robot_rad,cut_normal_relative_to_approach_rad,cut_normal_approach_abs_angle_rad,cut_normal_approach_parallel_score,cut_normal_approach_perpendicular_score,technique_name,slice_thickness_m,num_cuts_x,pointer_stride,motion_approach_completed,motion_waypoint_count,motion_stopped_waypoint_index,motion_stopped_waypoint_fraction,motion_stopped_waypoint_x,motion_stopped_waypoint_y,motion_stopped_waypoint_z,motion_stopped_distance_m,motion_progress_note,execution_time_s,failure_count,failure_reasons,robot_name_normalized,environment_name_normalized,task_name_normalized,causal_experiment_id,intervention_family,treatment_variable,treatment_value,causal_instance_id,do_variable,do_value,is_interventional,final_success_numeric,complete_intervention_block
bread_0012,bread_cutting,a269b501-a1e3-4622-a6ed-57de8b47d394,bread_0012,910001,isr,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,tiago,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.179349,-0.068857,-0.040973,0.187667,0.067081,0.05007,0.367016,0.135937,0.091044,0.00454229,1.241009,0.112105,0.82,map,0.0,0.0,0.0,0.0,,,,1.241009,0.112105,0.82,0.0,0.0,0.506572,0.862198,0.0,-0.0,1.062409,-0.154349,-0.000888,-0.036421,0.068117,0.5,0.05,1.0,0.0,0.0,0.486769,0.873531,0.0,1.062409,,,,,,,,,,,,,saw,0.03,4,13,True,817.0,655.0,0.8026960784313726,1.2707337896483692,0.2817592397320086,0.8558702828832416,0.2720029080784886,completed,43.0125,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 275 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 300 ticks in CuttingAction (status=stagnant, max link displacement 0.00064m over 25 ticks). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 275 ticks in CuttingAction (status=stagnant, max link displacement 0.00011m over 25 ticks). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 275 ticks in CuttingAction (status=stagnant, max link displacement 0.00006m over 25 ticks). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 275 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 275 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks).",tiago,isr,cut,robot_substitution:cut:isr:910001,robot_substitution,robot_name,tiago,cut:isr:910001:bread_0012,robot_name,tiago,True,0,False
bread_0013,bread_cutting,a269b501-a1e3-4622-a6ed-57de8b47d394,bread_0013,910001,isr,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,tiago,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.179349,-0.068857,-0.040973,0.187667,0.067081,0.05007,0.367016,0.135937,0.091044,0.00454229,1.876699,-0.333987,0.82,map,0.0,0.0,0.0,0.0,,,,1.876699,-0.333987,0.82,0.0,0.0,0.622139,0.782907,0.0,-0.0,1.342944,-0.154349,-0.000888,-0.036421,0.068117,0.5,0.05,1.0,0.0,0.0,0.225886,0.974154,0.0,1.342944,,,,,,,,,,,,,saw,0.03,4,13,True,817.0,43.0,0.0526960784313725,1.7864518978649455,-0.4715046604900356,0.8555014485423802,0.4987547550110281,completed,56.2161,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 475 ticks in CuttingAction (status=wiggle, max link displacement 0.00218m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 625 ticks in CuttingAction (status=stagnant, max link displacement 0.00008m over 25 ticks). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 275 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 250 ticks in CuttingAction (status=stagnant, max link displacement 0.00027m over 25 ticks). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 350 ticks in CuttingAction (status=stagnant, max link displacement 0.00018m over 25 ticks). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 650 ticks in CuttingAction (status=wiggle, max link displacement 0.01377m over 25 ticks).",tiago,isr,cut,robot_substitution:cut:isr:910001,robot_substitution,robot_name,tiago,cut:isr:910001:bread_0013,robot_name,tiago,True,0,False
bread_0014,bread_cutting,a269b501-a1e3-4622-a6ed-57de8b47d394,bread_0014,910001,isr,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,tiago,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,2.90929,0.136804,0.82,map,0.0,0.0,0.0,0.0,,,,2.90929,0.136804,0.82,0.0,0.0,0.752149,0.658993,0.0,-0.0,1.702635,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.131457,0.991322,0.0,1.702635,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,468.0,0.8027444253859348,2.8573494607559504,0.23991877652671,0.8455621885664026,0.3519900417311543,completed,14.0421,0,,tiago,isr,cut,robot_substitution:cut:isr:910001,robot_substitution,robot_name,tiago,cut:isr:910001:bread_0014,robot_name,tiago,True,1,False
bread_0015,bread_cutting,a269b501-a1e3-4622-a6ed-57de8b47d394,bread_0015,910001,isr,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,retry_after_rotation,rotated_90,False,,False,False,False,True,tiago,success,LEFT,knife_left,rotated_90,4,3,3,True,True,True,rotate_z_90deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,2.357805,-0.473369,0.82,map,0.0,0.0,0.0,0.0,,,,2.357805,-0.473369,0.82,0.0,0.0,-0.022582,0.999745,0.0,-0.0,-0.045167,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.99898,-0.045152,0.0,-0.045167,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,496.0,0.8507718696397941,2.4649646514813397,-0.5176186502211839,0.8231906905935368,0.3504169354645923,completed,43.6059,3,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in CuttingAction (status=wiggle, max link displacement 0.01848m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 450 ticks in CuttingAction (status=wiggle, max link displacement 0.00461m over 25 ticks). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 725 ticks in CuttingAction (status=stagnant, max link displacement 0.00132m over 25 ticks).",tiago,isr,cut,robot_substitution:cut:isr:910001,robot_substitution,robot_name,tiago,cut:isr:910001:bread_0015,robot_name,tiago,True,1,False
bread_0016,bread_cutting,a269b501-a1e3-4622-a6ed-57de8b47d394,bread_0016,910001,isr,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,tiago,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,2.002402,0.198671,0.82,map,0.0,0.0,0.0,0.0,,,,2.002402,0.198671,0.82,0.0,0.0,0.395827,0.918325,0.0,-0.0,0.813937,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.686642,0.726996,0.0,0.813937,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,146.0,0.2504288164665523,1.9806237593540732,0.1746895252634677,0.8917071190291773,0.1360933895966213,completed,52.408,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 725 ticks in CuttingAction (status=stagnant, max link displacement 0.00002m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 675 ticks in CuttingAction (status=stagnant, max link displacement 0.00006m over 25 ticks). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in CuttingAction (status=stagnant, max link displacement 0.00004m over 25 ticks). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 325 ticks in CuttingAction (status=stagnant, max link displacement 0.00001m over 25 ticks). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 300 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 225 ticks in CuttingAction (status=stagnant, max link displacement 0.00001m over 25 ticks).",tiago,isr,cut,robot_substitution:cut:isr:910001,robot_substitution,robot_name,tiago,cut:isr:910001:bread_0016,robot_name,tiago,True,0,False
bread_0001,bread_cutting,1df99ae9-cf79-4adc-b014-31c5ca81dec0,bread_0001,910001,isr,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,rollin_justin,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.153728,-0.05902,-0.03512,0.160858,0.057498,0.042917,0.314585,0.116518,0.078038,0.00286045,-2.846512,-2.510249,0.43,map,0.0,0.0,0.0,0.0,,,,-2.846512,-2.510249,0.43,0.0,0.0,0.781621,0.623754,0.0,-0.0,1.794519,-0.128728,-0.000761,-0.031218,0.07947,0.5,0.05,1.0,0.0,0.0,-0.221861,0.975078,0.0,1.794519,,,,,,,,,,,,,saw,0.03,4,13,True,701.0,700.0,1.0,-2.8759111931376498,-2.377607935348839,0.5124268854036924,2.4579643335733112,completed,45.0913,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 425 ticks in CuttingAction (status=wiggle, max link displacement 0.00206m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in CuttingAction (status=stagnant, max link displacement 0.00142m over 25 ticks). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 550 ticks in CuttingAction (status=wiggle, max link displacement 0.01237m over 25 ticks). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in CuttingAction (status=wiggle, max link displacement 0.00511m over 25 ticks). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 425 ticks in CuttingAction (status=wiggle, max link displacement 0.00709m over 25 ticks). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in CuttingAction (status=wiggle, max link displacement 0.00238m over 25 ticks).",rollin_justin,isr,cut,robot_substitution:cut:isr:910001,robot_substitution,robot_name,rollin_justin,cut:isr:910001:bread_0001,robot_name,rollin_justin,True,0,False
bread_0002,bread_cutting,1df99ae9-cf79-4adc-b014-31c5ca81dec0,bread_0002,910001,isr,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,retry_with_left_arm,right_arm_failed,False,,False,False,False,True,rollin_justin,success,LEFT,knife_left,primary,2,1,1,True,True,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,1.943521,-2.410344,0.83,map,0.0,0.0,0.0,0.0,,,,1.943521,-2.410344,0.83,0.0,0.0,0.999999,0.001528,0.0,-0.0,3.138536,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.999995,0.003057,0.0,3.138536,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,438.0,0.7512864493996569,1.8344758592310315,-2.4093760087950145,0.9010765480813772,1.198249262071015,completed,34.0669,1,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 600 ticks in CuttingAction (status=wiggle, max link displacement 0.00247m over 25 ticks).",rollin_justin,isr,cut,robot_substitution:cut:isr:910001,robot_substitution,robot_name,rollin_justin,cut:isr:910001:bread_0002,robot_name,rollin_justin,True,1,False
bread_0003,bread_cutting,1df99ae9-cf79-4adc-b014-31c5ca81dec0,bread_0003,910001,isr,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,retry_after_rotation,rotated_90,False,,False,False,False,True,rollin_justin,success,RIGHT,knife_right,rotated_90,3,2,2,True,True,True,rotate_z_90deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,1.468907,-2.358649,0.83,map,0.0,0.0,0.0,0.0,,,,1.468907,-2.358649,0.83,0.0,0.0,0.720735,0.693211,0.0,-0.0,1.609723,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.038917,0.999242,0.0,1.609723,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,0.0,0.0,1.4735538187410286,-2.4616530322352665,0.9020224045030774,1.48877395841638,completed,34.0281,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in CuttingAction (status=stagnant, max link displacement 0.00125m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 475 ticks in CuttingAction (status=wiggle, max link displacement 0.00439m over 25 ticks).",rollin_justin,isr,cut,robot_substitution:cut:isr:910001,robot_substitution,robot_name,rollin_justin,cut:isr:910001:bread_0003,robot_name,rollin_justin,True,1,False
bread_0004,bread_cutting,1df99ae9-cf79-4adc-b014-31c5ca81dec0,bread_0004,910001,isr,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,rollin_justin,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.179349,-0.068857,-0.040973,0.187667,0.067081,0.05007,0.367016,0.135937,0.091044,0.00454229,2.345219,-2.420535,0.83,map,0.0,0.0,0.0,0.0,,,,2.345219,-2.420535,0.83,0.0,0.0,-0.002882,0.999996,0.0,-0.0,-0.005764,-0.154349,-0.000888,-0.036421,0.068117,0.5,0.05,1.0,0.0,0.0,0.999983,-0.005764,0.0,-0.005764,,,,,,,,,,,,,saw,0.03,4,13,True,817.0,613.0,0.7512254901960784,2.507878811893425,-2.4223601740487557,0.9219017801891364,1.8662416529166412,completed,68.6425,6,"RIGHT primary -> CollisionError (reported as timeout): Hard timeout reached while waiting for end of motion after 1000 ticks in CuttingAction. | LEFT primary -> CollisionError (reported as timeout): Hard timeout reached while waiting for end of motion after 1000 ticks in CuttingAction. | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 575 ticks in CuttingAction (status=wiggle, max link displacement 0.00770m over 25 ticks). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 425 ticks in CuttingAction (status=wiggle, max link displacement 0.00746m over 25 ticks). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 525 ticks in CuttingAction (status=wiggle, max link displacement 0.00640m over 25 ticks). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 825 ticks in CuttingAction (status=wiggle, max link displacement 0.01734m over 25 ticks).",rollin_justin,isr,cut,robot_substitution:cut:isr:910001,robot_substitution,robot_name,rollin_justin,cut:isr:910001:bread_0004,robot_name,rollin_justin,True,0,False
bread_0005,bread_cutting,1df99ae9-cf79-4adc-b014-31c5ca81dec0,bread_0005,910001,isr,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,1.943201,-2.062271,0.83,map,0.0,0.0,0.0,0.0,,,,1.943201,-2.062271,0.83,0.0,0.0,-0.382446,0.923978,0.0,-0.0,-0.784884,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.707471,-0.706743,0.0,-0.784884,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,0.0,0.0,1.869807718535303,-1.989850249998892,0.9020224045030774,2.287982600505876,completed,21.5439,0,,rollin_justin,isr,cut,robot_substitution:cut:isr:910001,robot_substitution,robot_name,rollin_justin,cut:isr:910001:bread_0005,robot_name,rollin_justin,True,1,False
bread_0006,bread_cutting,1df99ae9-cf79-4adc-b014-31c5ca81dec0,bread_0006,910001,isr,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,retry_after_rotation,rotated_90,False,,False,False,False,True,rollin_justin,success,RIGHT,knife_right,rotated_90,3,2,2,True,True,True,rotate_z_90deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,1.622674,-2.079116,0.83,map,0.0,0.0,0.0,0.0,,,,1.622674,-2.079116,0.83,0.0,0.0,-0.346606,0.938011,0.0,-0.0,-0.707901,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.759729,-0.65024,0.0,-0.707901,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,0.0,0.0,1.5439282541331911,-2.012553925675318,0.9020224045030774,1.9424281277800384,completed,32.2711,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 450 ticks in CuttingAction (status=wiggle, max link displacement 0.00438m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 400 ticks in CuttingAction (status=stagnant, max link displacement 0.00001m over 25 ticks).",rollin_justin,isr,cut,robot_substitution:cut:isr:910001,robot_substitution,robot_name,rollin_justin,cut:isr:910001:bread_0006,robot_name,rollin_justin,True,1,False
bread_0007,bread_cutting,1df99ae9-cf79-4adc-b014-31c5ca81dec0,bread_0007,910001,isr,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,2.590525,-2.06118,0.83,map,0.0,0.0,0.0,0.0,,,,2.590525,-2.06118,0.83,0.0,0.0,-0.719142,0.694863,0.0,-0.0,-1.605133,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.03433,-0.999411,0.0,-1.605133,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,0.0,0.0,2.593430804049453,-1.958112731790696,0.9020224045030774,1.817334634007384,completed,14.2904,0,,rollin_justin,isr,cut,robot_substitution:cut:isr:910001,robot_substitution,robot_name,rollin_justin,cut:isr:910001:bread_0007,robot_name,rollin_justin,True,1,False
bread_0008,bread_cutting,1df99ae9-cf79-4adc-b014-31c5ca81dec0,bread_0008,910001,isr,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.153728,-0.05902,-0.03512,0.160858,0.057498,0.042917,0.314585,0.116518,0.078038,0.00286045,2.827524,-0.380358,0.82,map,0.0,0.0,0.0,0.0,,,,2.827524,-0.380358,0.82,0.0,0.0,0.994973,0.100144,0.0,-0.0,2.940969,-0.128728,-0.000761,-0.031218,0.07947,0.5,0.05,1.0,0.0,0.0,-0.979943,0.19928,0.0,2.940969,,,,,,,,,,,,,saw,0.03,4,13,True,701.0,700.0,1.0,2.6945425051064427,-0.3525380696929766,0.902426885403693,1.0137528135430376,completed,20.9226,0,,rollin_justin,isr,cut,robot_substitution:cut:isr:910001,robot_substitution,robot_name,rollin_justin,cut:isr:910001:bread_0008,robot_name,rollin_justin,True,1,False
bread_0009,bread_cutting,1df99ae9-cf79-4adc-b014-31c5ca81dec0,bread_0009,910001,isr,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,rollin_justin,failed,,knife_left,primary,6,5,1,True,False,True,rotate_z_180deg,-0.20497,-0.078693,-0.046827,0.214477,0.076664,0.057223,0.419447,0.155357,0.10405,0.00678033,2.348318,0.01015,0.82,map,0.0,0.0,0.0,0.0,,,,2.348318,0.01015,0.82,0.0,0.0,0.283948,0.95884,0.0,-0.0,0.575818,-0.17997,-0.001015,-0.041624,0.059602,0.5,0.05,1.0,0.0,0.0,0.838747,0.544521,0.0,0.575818,,,,,,,,,,,,,saw,0.03,4,13,True,934.0,516.0,0.5530546623794212,2.367745455091354,0.1020345549658454,0.8603788375655427,1.946233219629086,completed,46.7882,6,"RIGHT primary -> Exception: :( | LEFT primary -> Exception: :( | RIGHT rotated_90 -> Exception: :( | LEFT rotated_90 -> Exception: :( | RIGHT rotated_180 -> Exception: :( | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 475 ticks in CuttingAction (status=wiggle, max link displacement 0.01132m over 25 ticks).",rollin_justin,isr,cut,robot_substitution:cut:isr:910001,robot_substitution,robot_name,rollin_justin,cut:isr:910001:bread_0009,robot_name,rollin_justin,True,0,False
bread_0010,bread_cutting,1df99ae9-cf79-4adc-b014-31c5ca81dec0,bread_0010,910001,isr,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,1.276549,-0.281489,0.82,map,0.0,0.0,0.0,0.0,,,,1.276549,-0.281489,0.82,0.0,0.0,-0.324346,0.945938,0.0,-0.0,-0.660641,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.789599,-0.613623,0.0,-0.660641,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,0.0,0.0,1.194747318437484,-0.2187215770846871,0.8920224045030773,2.010981101336188,completed,16.1743,0,,rollin_justin,isr,cut,robot_substitution:cut:isr:910001,robot_substitution,robot_name,rollin_justin,cut:isr:910001:bread_0010,robot_name,rollin_justin,True,1,False
bread_0011,bread_cutting,1df99ae9-cf79-4adc-b014-31c5ca81dec0,bread_0011,910001,isr,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,1.6846,0.128456,0.82,map,0.0,0.0,0.0,0.0,,,,1.6846,0.128456,0.82,0.0,0.0,0.685775,0.727814,0.0,-0.0,1.511336,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.059426,0.998233,0.0,1.511336,,,,,,,,,,,,,saw,0.03,4,13,True,584.0,0.0,0.0,1.6791057581182065,0.0254942885372848,0.8920224045030773,1.115963810370339,completed,18.3878,0,,rollin_justin,isr,cut,robot_substitution:cut:isr:910001,robot_substitution,robot_name,rollin_justin,cut:isr:910001:bread_0011,robot_name,rollin_justin,True,1,False
bread_0012,bread_cutting,1df99ae9-cf79-4adc-b014-31c5ca81dec0,bread_0012,910001,isr,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,rollin_justin,success,RIGHT,knife_right,primary,1,0,0,False,False,False,,-0.179349,-0.068857,-0.040973,0.187667,0.067081,0.05007,0.367016,0.135937,0.091044,0.00454229,1.241009,0.112105,0.82,map,0.0,0.0,0.0,0.0,,,,1.241009,0.112105,0.82,0.0,0.0,-0.862198,0.506572,0.0,-0.0,-2.079184,-0.154349,-0.000888,-0.036421,0.068117,0.5,0.05,1.0,0.0,0.0,-0.486769,-0.873531,0.0,-2.079184,,,,,,,,,,,,,saw,0.03,4,13,True,817.0,613.0,0.7512254901960784,1.161051790662652,-0.0295576075054165,0.9119017801891366,1.1815681938203506,completed,26.9711,0,,rollin_justin,isr,cut,robot_substitution:cut:isr:910001,robot_substitution,robot_name,rollin_justin,cut:isr:910001:bread_0012,robot_name,rollin_justin,True,1,False
bread_0013,bread_cutting,1df99ae9-cf79-4adc-b014-31c5ca81dec0,bread_0013,910001,isr,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,rollin_justin,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.179349,-0.068857,-0.040973,0.187667,0.067081,0.05007,0.367016,0.135937,0.091044,0.00454229,1.876699,-0.333987,0.82,map,0.0,0.0,0.0,0.0,,,,1.876699,-0.333987,0.82,0.0,0.0,0.622139,0.782907,0.0,-0.0,1.342944,-0.154349,-0.000888,-0.036421,0.068117,0.5,0.05,1.0,0.0,0.0,0.225886,0.974154,0.0,1.342944,,,,,,,,,,,,,saw,0.03,4,13,True,817.0,613.0,0.7512254901960784,1.9143079800107028,-0.1757244989194253,0.9119017801891368,1.2868213718277677,completed,102.6222,6,"RIGHT primary -> CollisionError (reported as timeout): Hard timeout reached while waiting for end of motion after 1000 ticks in CuttingAction. | LEFT primary -> CollisionError (reported as timeout): Hard timeout reached while waiting for end of motion after 1000 ticks in CuttingAction. | RIGHT rotated_90 -> CollisionError (reported as timeout): Hard timeout reached while waiting for end of motion after 1000 ticks in CuttingAction. | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 900 ticks in CuttingAction (status=stagnant, max link displacement 0.00001m over 25 ticks). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 825 ticks in CuttingAction (status=wiggle, max link displacement 0.00495m over 25 ticks). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 575 ticks in CuttingAction (status=stagnant, max link displacement 0.00027m over 25 ticks).",rollin_justin,isr,cut,robot_substitution:cut:isr:910001,robot_substitution,robot_name,rollin_justin,cut:isr:910001:bread_0013,robot_name,rollin_justin,True,0,False
