bowl_name,knowledge_motion,knowledge_mixing_tool,task_name,run_id,task_instance_id,seed,world_name,experiment_condition,baseline_name,knowledge_query_success,knowledge_query_error,knowledge_prior_task,knowledge_cutting_tool,knowledge_cutting_position,knowledge_repetition,required_prerequisite,prerequisite_source,prerequisite_satisfied_initially,autonomous_execution_feasible,feasibility_reason,robot_decision,decision_reason,assistance_requested,assistance_type,assistance_completed,task_blocked_by_prerequisite,task_resumed_after_assistance,final_success,robot_name,outcome,succeeded_arm,tool_name,phase,total_attempts,retry_count,collision_failure_count,recovery_used,recovery_success,perturbation_applied,perturbation_type,object_aabb_min_x,object_aabb_min_y,object_aabb_min_z,object_aabb_max_x,object_aabb_max_y,object_aabb_max_z,object_size_x,object_size_y,object_size_z,object_volume_aabb,target_world_x,target_world_y,target_world_z,support_surface_name,support_world_x,support_world_y,support_world_z,support_yaw_rad,support_size_x,support_size_y,support_size_z,object_world_x,object_world_y,object_world_z,object_quat_x,object_quat_y,object_quat_z,object_quat_w,object_roll_rad,object_pitch_rad,object_yaw_rad,anchor_local_x,anchor_local_y,anchor_local_z,anchor_norm_x,anchor_norm_y,anchor_norm_z,cut_normal_local_x,cut_normal_local_y,cut_normal_local_z,cut_normal_world_x,cut_normal_world_y,cut_normal_world_z,cut_normal_world_yaw_rad,technique_name,slice_thickness_m,num_cuts_x,pointer_stride,execution_time_s,failure_count,failure_reasons
bowl_0020,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,f2daadba-936a-4b64-a2b6-7392dd05ad6a,bowl_0020,1542140477,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,-1.058764,0.780423,0.902,map,0.0,0.0,0.0,0.0,,,,-1.058764,0.780423,0.902,0.0,0.0,-0.199496,0.979899,0.0,-0.0,-0.401687,,,,,,,,,,,,,,Whisking,,,0,14.0116,0,
bowl_0021,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,f2daadba-936a-4b64-a2b6-7392dd05ad6a,bowl_0021,1542140477,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,-1.172098,1.097105,0.902,map,0.0,0.0,0.0,0.0,,,,-1.172098,1.097105,0.902,0.0,0.0,0.741738,0.67069,0.0,-0.0,1.671316,,,,,,,,,,,,,,Whisking,,,0,16.7487,0,
bowl_0022,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,f2daadba-936a-4b64-a2b6-7392dd05ad6a,bowl_0022,1542140477,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-0.896531,2.018831,0.902,map,0.0,0.0,0.0,0.0,,,,-0.896531,2.018831,0.902,0.0,0.0,-0.063072,0.998009,0.0,-0.0,-0.126228,,,,,,,,,,,,,,Whisking,,,0,16.4918,0,
bowl_0023,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,f2daadba-936a-4b64-a2b6-7392dd05ad6a,bowl_0023,1542140477,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-1.211801,2.294254,0.902,map,0.0,0.0,0.0,0.0,,,,-1.211801,2.294254,0.902,0.0,0.0,0.993509,-0.113753,0.0,-0.0,-2.913594,,,,,,,,,,,,,,Whisking,,,0,18.3751,0,
bowl_0024,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,f2daadba-936a-4b64-a2b6-7392dd05ad6a,bowl_0024,1542140477,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,pr2,failed,,whisk_left,primary,2,1,2,True,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-0.892388,2.73465,0.902,map,0.0,0.0,0.0,0.0,,,,-0.892388,2.73465,0.902,0.0,0.0,-0.802157,0.597114,0.0,-0.0,-1.861797,,,,,,,,,,,,,,Whisking,,,0,70.9518,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 650 ticks in MixingAction (status=wiggle, max link displacement 0.02456m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.01119m over 25 ticks)."
bowl_0025,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,f2daadba-936a-4b64-a2b6-7392dd05ad6a,bowl_0025,1542140477,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-0.875076,1.445548,0.902,map,0.0,0.0,0.0,0.0,,,,-0.875076,1.445548,0.902,0.0,0.0,0.747023,0.664798,0.0,-0.0,1.687146,,,,,,,,,,,,,,Whisking,,,0,10.5392,0,
bowl_0026,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,f2daadba-936a-4b64-a2b6-7392dd05ad6a,bowl_0026,1542140477,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,pr2,failed,,whisk_left,primary,2,1,2,True,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,1.527321,-1.040687,1.555,map,0.0,0.0,0.0,0.0,,,,1.527321,-1.040687,1.555,0.0,0.0,0.01727,0.999851,0.0,-0.0,0.034542,,,,,,,,,,,,,,Whisking,,,0,50.8285,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.01635m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.03239m over 25 ticks)."
bowl_0027,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,f2daadba-936a-4b64-a2b6-7392dd05ad6a,bowl_0027,1542140477,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,pr2,failed,,whisk_left,primary,2,1,2,True,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,1.552926,-1.070673,1.282716,map,0.0,0.0,0.0,0.0,,,,1.552926,-1.070673,1.282716,0.0,0.0,-0.369931,0.929059,0.0,-0.0,-0.75787,,,,,,,,,,,,,,Whisking,,,0,37.4242,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.01843m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.00978m over 25 ticks)."
bowl_0001,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0001,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,1.547445,0.751603,0.9,map,0.0,0.0,0.0,0.0,,,,1.547445,0.751603,0.9,0.0,0.0,-0.182178,0.983266,0.0,-0.0,-0.366403,,,,,,,,,,,,,,Whisking,,,0,8.2981,0,
bowl_0002,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0002,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,1.478931,-0.398071,0.9,map,0.0,0.0,0.0,0.0,,,,1.478931,-0.398071,0.9,0.0,0.0,0.990612,-0.136701,0.0,-0.0,-2.867333,,,,,,,,,,,,,,Whisking,,,0,10.9277,0,
bowl_0003,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0003,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,navigation_target_resolution_failed,skip_object,pickup_pose_unavailable,False,,False,False,False,False,armar7,failed,,whisk_left,pickup_setup,0,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,1.597691,0.494977,0.9,map,0.0,0.0,0.0,0.0,,,,1.597691,0.494977,0.9,0.0,0.0,-0.334564,0.942373,0.0,-0.0,-0.682286,,,,,,,,,,,,,,Whisking,,,0,2.6284,1,navigation setup -> RuntimeError: No collision-free navigation pose found for mixing bowl_0003 after environment filtering.
bowl_0004,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0004,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,navigation_target_resolution_failed,skip_object,pickup_pose_unavailable,False,,False,False,False,False,armar7,failed,,whisk_left,pickup_setup,0,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,1.493437,0.02425,0.9,map,0.0,0.0,0.0,0.0,,,,1.493437,0.02425,0.9,0.0,0.0,-0.368213,0.929741,0.0,-0.0,-0.754174,,,,,,,,,,,,,,Whisking,,,0,2.0872,1,navigation setup -> RuntimeError: No collision-free navigation pose found for mixing bowl_0004 after environment filtering.
bowl_0005,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0005,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,1.510125,1.099132,0.9,map,0.0,0.0,0.0,0.0,,,,1.510125,1.099132,0.9,0.0,0.0,0.752814,0.658234,0.0,-0.0,1.704653,,,,,,,,,,,,,,Whisking,,,0,15.1723,0,
bowl_0006,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0006,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,armar7,failed,,whisk_left,primary,2,1,2,True,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,1.576119,-0.360172,0.7325,map,0.0,0.0,0.0,0.0,,,,1.576119,-0.360172,0.7325,0.0,0.0,0.931471,0.363815,0.0,-0.0,2.396872,,,,,,,,,,,,,,Whisking,,,0,72.8283,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 600 ticks in MixingAction (status=wiggle, max link displacement 0.00736m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 700 ticks in MixingAction (status=wiggle, max link displacement 0.02578m over 25 ticks)."
bowl_0007,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0007,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,armar7,failed,,whisk_left,primary,2,1,2,True,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,1.4383,0.215611,0.839,map,0.0,0.0,0.0,0.0,,,,1.4383,0.215611,0.839,0.0,0.0,0.969857,-0.243675,0.0,-0.0,-2.649286,,,,,,,,,,,,,,Whisking,,,0,57.9791,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.01151m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.00382m over 25 ticks)."
bowl_0008,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0008,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,navigation_target_resolution_failed,skip_object,pickup_pose_unavailable,False,,False,False,False,False,armar7,failed,,whisk_left,pickup_setup,0,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,1.604408,1.758656,1.56,map,0.0,0.0,0.0,0.0,,,,1.604408,1.758656,1.56,0.0,0.0,-0.18632,0.982489,0.0,-0.0,-0.374831,,,,,,,,,,,,,,Whisking,,,0,12.6073,1,navigation setup -> RuntimeError: No collision-free navigation pose found for mixing bowl_0008 after environment filtering.
bowl_0009,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0009,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,armar7,failed,,whisk_left,primary,2,1,2,True,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,1.517619,2.228705,1.56,map,0.0,0.0,0.0,0.0,,,,1.517619,2.228705,1.56,0.0,0.0,0.998414,-0.056307,0.0,-0.0,-3.028919,,,,,,,,,,,,,,Whisking,,,0,60.3907,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 675 ticks in MixingAction (status=wiggle, max link displacement 0.01443m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=stagnant, max link displacement 0.00102m over 25 ticks)."
bowl_0010,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0010,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,armar7,failed,,whisk_left,primary,2,1,2,True,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,1.548987,1.490959,1.56,map,0.0,0.0,0.0,0.0,,,,1.548987,1.490959,1.56,0.0,0.0,0.775572,0.63126,0.0,-0.0,1.77524,,,,,,,,,,,,,,Whisking,,,0,61.5891,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.01858m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.00575m over 25 ticks)."
bowl_0011,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0011,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,armar7,failed,,whisk_left,primary,2,1,2,True,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,1.469792,1.913235,1.520588,map,0.0,0.0,0.0,0.0,,,,1.469792,1.913235,1.520588,0.0,0.0,0.975723,-0.219008,0.0,-0.0,-2.699997,,,,,,,,,,,,,,Whisking,,,0,71.4104,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 800 ticks in MixingAction (status=wiggle, max link displacement 0.00471m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.04590m over 25 ticks)."
bowl_0012,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0012,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,collision_or_motion_failure,task_failed,all_mix_attempts_failed,False,,False,False,False,False,armar7,failed,,whisk_left,primary,2,1,2,True,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,1.504969,1.861753,0.7775,map,0.0,0.0,0.0,0.0,,,,1.504969,1.861753,0.7775,0.0,0.0,0.335675,0.941978,0.0,-0.0,0.684644,,,,,,,,,,,,,,Whisking,,,0,60.4461,2,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.02061m over 25 ticks). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in MixingAction (status=wiggle, max link displacement 0.02426m over 25 ticks)."
bowl_0013,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0013,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,-0.91959,2.293873,0.902,map,0.0,0.0,0.0,0.0,,,,-0.91959,2.293873,0.902,0.0,0.0,-0.817526,0.575891,0.0,-0.0,-1.914205,,,,,,,,,,,,,,Whisking,,,0,12.3113,0,
bowl_0014,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0014,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-1.01317,1.844474,0.902,map,0.0,0.0,0.0,0.0,,,,-1.01317,1.844474,0.902,0.0,0.0,-0.523258,0.852174,0.0,-0.0,-1.101339,,,,,,,,,,,,,,Whisking,,,0,13.999,0,
bowl_0015,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0015,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,-1.027721,1.143176,0.902,map,0.0,0.0,0.0,0.0,,,,-1.027721,1.143176,0.902,0.0,0.0,-0.118885,0.992908,0.0,-0.0,-0.238333,,,,,,,,,,,,,,Whisking,,,0,57.0695,0,
bowl_0016,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0016,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,-1.068162,2.617631,0.902,map,0.0,0.0,0.0,0.0,,,,-1.068162,2.617631,0.902,0.0,0.0,0.829951,0.557836,0.0,-0.0,1.958041,,,,,,,,,,,,,,Whisking,,,0,7.1992,0,
bowl_0017,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0017,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,-1.257824,1.410758,0.902,map,0.0,0.0,0.0,0.0,,,,-1.257824,1.410758,0.902,0.0,0.0,0.974474,0.224499,0.0,-0.0,2.688734,,,,,,,,,,,,,,Whisking,,,0,30.6342,0,
bowl_0018,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0018,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,-0.913695,0.756423,0.902,map,0.0,0.0,0.0,0.0,,,,-0.913695,0.756423,0.902,0.0,0.0,0.942628,-0.333846,0.0,-0.0,-2.460831,,,,,,,,,,,,,,Whisking,,,0,24.6764,0,
bowl_0019,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0019,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-0.890037,1.60325,0.902,map,0.0,0.0,0.0,0.0,,,,-0.890037,1.60325,0.902,0.0,0.0,0.959132,0.282959,0.0,-0.0,2.567837,,,,,,,,,,,,,,Whisking,,,0,10.0621,0,
bowl_0020,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0020,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,-1.181718,2.071706,0.902,map,0.0,0.0,0.0,0.0,,,,-1.181718,2.071706,0.902,0.0,0.0,0.992869,0.119208,0.0,-0.0,2.902608,,,,,,,,,,,,,,Whisking,,,0,9.519,0,
bowl_0021,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0021,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-1.27625,0.919034,0.902,map,0.0,0.0,0.0,0.0,,,,-1.27625,0.919034,0.902,0.0,0.0,0.721398,0.69252,0.0,-0.0,1.611639,,,,,,,,,,,,,,Whisking,,,0,32.8227,0,
bowl_0022,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0022,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-1.249926,1.682961,0.902,map,0.0,0.0,0.0,0.0,,,,-1.249926,1.682961,0.902,0.0,0.0,0.748763,0.662838,0.0,-0.0,1.692388,,,,,,,,,,,,,,Whisking,,,0,7.7633,0,
bowl_0023,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,48544349-448a-4533-9220-e0d7120f4eb2,bowl_0023,3323035191,kitchen,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,armar7,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,-1.252209,0.672904,0.902,map,0.0,0.0,0.0,0.0,,,,-1.252209,0.672904,0.902,0.0,0.0,-0.381249,0.924472,0.0,-0.0,-0.782294,,,,,,,,,,,,,,Whisking,,,0,8.9578,0,
