bread_name,task_name,run_id,task_instance_id,seed,world_name,experiment_condition,baseline_name,knowledge_query_success,knowledge_query_error,knowledge_prior_task,knowledge_cutting_tool,knowledge_cutting_position,knowledge_repetition,required_prerequisite,prerequisite_source,prerequisite_satisfied_initially,autonomous_execution_feasible,feasibility_reason,robot_decision,decision_reason,assistance_requested,assistance_type,assistance_completed,task_blocked_by_prerequisite,task_resumed_after_assistance,final_success,robot_name,outcome,succeeded_arm,tool_name,phase,total_attempts,retry_count,collision_failure_count,recovery_used,recovery_success,perturbation_applied,perturbation_type,object_aabb_min_x,object_aabb_min_y,object_aabb_min_z,object_aabb_max_x,object_aabb_max_y,object_aabb_max_z,object_size_x,object_size_y,object_size_z,object_volume_aabb,target_world_x,target_world_y,target_world_z,support_surface_name,support_world_x,support_world_y,support_world_z,support_yaw_rad,support_size_x,support_size_y,support_size_z,object_world_x,object_world_y,object_world_z,object_quat_x,object_quat_y,object_quat_z,object_quat_w,object_roll_rad,object_pitch_rad,object_yaw_rad,anchor_local_x,anchor_local_y,anchor_local_z,anchor_norm_x,anchor_norm_y,anchor_norm_z,cut_normal_local_x,cut_normal_local_y,cut_normal_local_z,cut_normal_world_x,cut_normal_world_y,cut_normal_world_z,cut_normal_world_yaw_rad,robot_world_x,robot_world_y,robot_world_z,robot_quat_x,robot_quat_y,robot_quat_z,robot_quat_w,robot_roll_rad,robot_pitch_rad,robot_yaw_rad,robot_to_object_yaw_rad,object_yaw_relative_to_robot_rad,object_yaw_relative_to_approach_rad,cut_normal_relative_to_robot_rad,cut_normal_relative_to_approach_rad,cut_normal_approach_abs_angle_rad,cut_normal_approach_parallel_score,cut_normal_approach_perpendicular_score,technique_name,slice_thickness_m,num_cuts_x,pointer_stride,motion_approach_completed,motion_waypoint_count,motion_stopped_waypoint_index,motion_stopped_waypoint_fraction,motion_stopped_waypoint_x,motion_stopped_waypoint_y,motion_stopped_waypoint_z,motion_stopped_distance_m,motion_progress_note,execution_time_s,failure_count,failure_reasons
bread_0006,bread_cutting,5c807946-0ffa-49de-b3ac-2224765a2224,bread_0006,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,hsrb,failed,,knife_left,primary,3,2,3,True,False,True,rotate_z_180deg,-0.153728,-0.05902,-0.03512,0.160858,0.057498,0.042917,0.314585,0.116518,0.078038,0.00286045,2.583114,1.995355,0.996814,map,0.0,0.0,0.0,0.0,,,,2.583114,1.995355,0.996814,0.0,0.0,0.999867,-0.016323,0.0,-0.0,-3.108945,-0.128728,-0.000761,-0.031218,0.07947,0.5,0.05,1.0,0.0,0.0,-0.999467,-0.032642,0.0,-3.108945,1.974469,2.152059,0.0,0.0,0.0,-0.066416,0.997792,0.0,-0.0,-0.13293,-0.25199,-2.976014,-2.856955,-2.976014,-2.856955,0.284638,0.959763,0.28081,saw,0.03,2,20,True,228.0,114.0,0.5022026431718062,2.447303602733922,1.991681450479809,1.0785251354870586,0.5328822983718886,completed,24.122,3,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=wiggle, max link displacement 0.00311m over 25 ticks, wiggle=True). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=stagnant, max link displacement 0.00010m over 25 ticks, wiggle=False). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=wiggle, max link displacement 0.00211m over 25 ticks, wiggle=True)."
bread_0007,bread_cutting,5c807946-0ffa-49de-b3ac-2224765a2224,bread_0007,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,hsrb,failed,,knife_left,primary,3,2,3,True,False,True,rotate_z_180deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,2.679113,3.753615,0.996814,map,0.0,0.0,0.0,0.0,,,,2.679113,3.753615,0.996814,0.0,0.0,0.763018,0.646377,0.0,-0.0,1.735939,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.164393,0.986395,0.0,1.735939,1.978377,3.679957,0.0,0.0,0.0,-0.087355,0.996177,0.0,-0.0,-0.174932,0.104731,1.910871,1.631207,1.910871,1.631207,1.510385,0.060374,0.998176,saw,0.03,2,20,True,190.0,95.0,0.5026455026455027,2.6618115188019917,3.861284038965673,1.068205833555277,0.6507912685602533,completed,26.388,3,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=wiggle, max link displacement 0.00372m over 25 ticks, wiggle=True). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=wiggle, max link displacement 0.00336m over 25 ticks, wiggle=True). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 975 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False)."
bread_0008,bread_cutting,5c807946-0ffa-49de-b3ac-2224765a2224,bread_0008,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,hsrb,failed,,knife_left,primary,3,2,3,True,False,True,rotate_z_180deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,2.950789,2.617611,0.996814,map,0.0,0.0,0.0,0.0,,,,2.950789,2.617611,0.996814,0.0,0.0,0.586256,0.810126,0.0,-0.0,1.25286,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.312607,0.949883,0.0,1.25286,3.548989,2.562189,0.0,0.0,0.0,0.999846,-0.017568,0.0,-0.0,-3.106455,3.049208,-1.923871,-1.796348,-1.923871,-1.796348,1.345245,0.223644,0.974671,saw,0.03,2,20,True,190.0,133.0,0.7037037037037037,3.022345096787028,2.7088637958235955,1.0060000594765284,0.7874410663405846,completed,23.0206,3,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False)."
bread_0009,bread_cutting,5c807946-0ffa-49de-b3ac-2224765a2224,bread_0009,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,hsrb,failed,,knife_left,primary,3,2,3,True,False,True,rotate_z_180deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,2.964439,3.249327,0.996814,map,0.0,0.0,0.0,0.0,,,,2.964439,3.249327,0.996814,0.0,0.0,-0.529503,0.848308,0.0,-0.0,-1.11603,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.439252,-0.898364,0.0,-1.11603,3.329295,3.749028,0.0,0.0,0.0,-0.677708,0.735331,0.0,-0.0,-1.489282,-2.201471,0.373252,1.08544,0.373252,1.08544,1.08544,0.466523,0.884509,saw,0.03,2,20,True,190.0,115.0,0.6084656084656085,3.0466204179630685,3.1681238157083027,1.0239181598325169,0.8050427992159092,completed,22.539,3,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False)."
bread_0010,bread_cutting,5c807946-0ffa-49de-b3ac-2224765a2224,bread_0010,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,hsrb,failed,,knife_left,primary,3,2,3,True,False,True,rotate_z_180deg,-0.140917,-0.054102,-0.032193,0.147453,0.052706,0.039341,0.28837,0.106808,0.071534,0.00220328,2.901339,3.98977,0.996814,map,0.0,0.0,0.0,0.0,,,,2.901339,3.98977,0.996814,0.0,0.0,0.999918,-0.012791,0.0,-0.0,-3.11601,-0.115917,-0.000698,-0.028617,0.086694,0.5,0.05,1.0,0.0,0.0,-0.999673,-0.02558,0.0,-3.11601,2.936652,4.632361,0.0,0.0,0.0,-0.708233,0.705979,0.0,-0.0,-1.573983,-1.625695,-1.542027,-1.490314,-1.542027,-1.490314,1.490314,0.080395,0.996763,saw,0.03,2,20,True,209.0,146.0,0.7019230769230769,2.777801618670332,4.030583802590906,1.0063865987949496,0.8394446992804115,completed,20.8951,3,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=stagnant, max link displacement 0.00002m over 25 ticks, wiggle=False). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1100 ticks in CuttingAction (status=stagnant, max link displacement 0.00001m over 25 ticks, wiggle=False). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=wiggle, max link displacement 0.00206m over 25 ticks, wiggle=True)."
bread_0011,bread_cutting,5c807946-0ffa-49de-b3ac-2224765a2224,bread_0011,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,hsrb,failed,,knife_left,primary,3,2,3,True,False,True,rotate_z_180deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,2.970247,2.182089,0.996814,map,0.0,0.0,0.0,0.0,,,,2.970247,2.182089,0.996814,0.0,0.0,0.999191,-0.04021,0.0,-0.0,-3.061151,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.996766,-0.080354,0.0,-3.061151,3.524723,2.485388,0.0,0.0,0.0,0.998564,-0.053572,0.0,-0.0,-3.034397,-2.641055,-0.026754,-0.420096,-0.026754,-0.420096,0.420096,0.91305,0.407848,saw,0.03,2,20,True,190.0,0.0,0.0,3.0729693960956084,2.19100657605036,1.0688364045030774,0.7152992889999171,completed,23.5699,3,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False)."
bread_0012,bread_cutting,5c807946-0ffa-49de-b3ac-2224765a2224,bread_0012,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,hsrb,failed,,knife_left,primary,3,2,3,True,False,True,rotate_z_180deg,-0.140917,-0.054102,-0.032193,0.147453,0.052706,0.039341,0.28837,0.106808,0.071534,0.00220328,0.364486,3.212897,0.9705,map,0.0,0.0,0.0,0.0,,,,0.364486,3.212897,0.9705,0.0,0.0,-0.761507,0.648156,0.0,-0.0,-1.731271,-0.115917,-0.000698,-0.028617,0.086694,0.5,0.05,1.0,0.0,0.0,-0.159787,-0.987152,0.0,-1.731271,0.906742,3.79847,0.0,0.0,0.0,0.88587,-0.463933,0.0,-0.0,-2.176734,-2.317806,0.445463,0.586535,0.445463,0.586535,0.586535,0.832864,0.553478,saw,0.03,2,20,True,209.0,22.0,0.1057692307692307,0.4250200001419091,3.32052469286556,1.0002763208490455,0.7857640265026886,completed,26.465,3,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1000 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=wiggle, max link displacement 0.00285m over 25 ticks, wiggle=True). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False)."
bread_0013,bread_cutting,5c807946-0ffa-49de-b3ac-2224765a2224,bread_0013,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,retry_after_rotation,rotated_180,False,,False,False,False,True,hsrb,success,LEFT,knife_left,rotated_180,3,2,2,True,True,True,rotate_z_180deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,5.007244,3.746403,0.772643,map,0.0,0.0,0.0,0.0,,,,5.007244,3.746403,0.772643,0.0,0.0,0.898433,-0.43911,0.0,-0.0,-2.232377,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.614364,-0.789022,0.0,-2.232377,4.331945,3.645463,0.0,0.0,0.0,0.042204,0.999109,0.0,-0.0,0.084433,0.148376,-2.31681,-2.380752,-2.31681,-2.380752,0.760841,0.724257,0.68953,saw,0.03,2,20,True,190.0,95.0,0.5026455026455027,4.939748756462676,3.6607509114925,0.8440348335552772,0.866887313861295,completed,14.447,2,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1025 ticks in CuttingAction (status=stagnant, max link displacement 0.00026m over 25 ticks, wiggle=False). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=stagnant, max link displacement 0.00038m over 25 ticks, wiggle=False)."
bread_0014,bread_cutting,5c807946-0ffa-49de-b3ac-2224765a2224,bread_0014,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,cut,primary_success,False,,False,False,False,True,hsrb,success,LEFT,knife_left,primary,1,0,0,False,False,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,5.012941,4.053286,0.772643,map,0.0,0.0,0.0,0.0,,,,5.012941,4.053286,0.772643,0.0,0.0,-0.431457,0.902134,0.0,-0.0,-0.892214,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.62769,-0.778463,0.0,-0.892214,4.470633,3.76304,0.0,0.0,0.0,0.022328,0.999751,0.0,-0.0,0.04466,0.491413,-0.936874,-1.383627,-0.936874,-1.383627,1.383627,0.186079,0.982535,saw,0.03,2,20,True,190.0,0.0,0.0,4.9477286962687765,4.133152061369082,0.8446654045030773,0.7370327147922893,completed,3.8218,0,
bread_0015,bread_cutting,5c807946-0ffa-49de-b3ac-2224765a2224,bread_0015,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,retry_after_rotation,rotated_90,False,,False,False,False,True,hsrb,success,LEFT,knife_left,rotated_90,2,1,1,True,True,True,rotate_z_90deg,-0.153728,-0.05902,-0.03512,0.160858,0.057498,0.042917,0.314585,0.116518,0.078038,0.00286045,5.126353,4.539221,0.772643,map,0.0,0.0,0.0,0.0,,,,5.126353,4.539221,0.772643,0.0,0.0,0.053188,0.998585,0.0,-0.0,0.106426,-0.128728,-0.000761,-0.031218,0.07947,0.5,0.05,1.0,0.0,0.0,0.994342,0.106225,0.0,0.106426,5.764932,4.397987,0.0,0.0,0.0,0.997679,0.068099,0.0,-0.0,3.005289,2.923927,-2.898864,-2.817502,-2.898864,-2.817502,0.324091,0.947941,0.318447,saw,0.03,2,20,True,228.0,114.0,0.5022026431718062,5.261523060289836,4.552895258848004,0.8543541354870587,0.7155832177546368,completed,11.0543,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1325 ticks in CuttingAction (status=wiggle, max link displacement 0.01214m over 25 ticks, wiggle=True)."
bread_0016,bread_cutting,5c807946-0ffa-49de-b3ac-2224765a2224,bread_0016,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,retry_after_rotation,rotated_90,False,,False,False,False,True,hsrb,success,LEFT,knife_left,rotated_90,2,1,1,True,True,True,rotate_z_90deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,5.034326,3.42587,0.772643,map,0.0,0.0,0.0,0.0,,,,5.034326,3.42587,0.772643,0.0,0.0,-0.534462,0.845193,0.0,-0.0,-1.127741,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.428701,-0.903446,0.0,-1.127741,5.008177,2.77789,0.0,0.0,0.0,0.708185,0.706027,0.0,-0.0,1.573849,1.530463,-2.70159,-2.658204,-2.70159,-2.658204,0.483388,0.885425,0.464782,saw,0.03,2,20,True,190.0,95.0,0.5026455026455027,5.080502030026495,3.327078711647367,0.8440348335552772,0.7856505041278381,completed,8.6608,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False)."
bread_0001,bread_cutting,f4a94fdb-618f-4e49-9b4e-f5ed11ab4901,bread_0001,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,navigation_target_resolution_failed,skip_object,pickup_pose_unavailable,False,,False,False,False,False,pr2,failed,,knife_left,pickup_setup,0,0,0,False,False,False,,-0.153728,-0.05902,-0.03512,0.160858,0.057498,0.042917,0.314585,0.116518,0.078038,0.00286045,2.770852,2.959114,0.996814,map,0.0,0.0,0.0,0.0,,,,2.770852,2.959114,0.996814,0.0,0.0,0.992773,0.120011,0.0,-0.0,2.900991,-0.128728,-0.000761,-0.031218,0.07947,0.5,0.05,1.0,0.0,0.0,-0.971195,0.238287,0.0,2.900991,1.5,2.0,0.051,0.0,0.0,0.0,1.0,0.0,-0.0,0.0,0.646503,2.900991,2.254487,2.900991,2.254487,0.887105,0.631659,0.775247,saw,0.03,2,20,False,,,,,,,,,26.4819,1,navigation setup -> RuntimeError: No collision-free navigation pose found for cutting bread_0001.
bread_0002,bread_cutting,f4a94fdb-618f-4e49-9b4e-f5ed11ab4901,bread_0002,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,collision_or_motion_failure,task_failed,all_cut_attempts_failed,False,,False,False,False,False,pr2,failed,,knife_left,primary,6,5,6,True,False,True,rotate_z_180deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,2.833005,1.713204,0.996814,map,0.0,0.0,0.0,0.0,,,,2.833005,1.713204,0.996814,0.0,0.0,-0.64135,0.767249,0.0,-0.0,-1.392512,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.177341,-0.984149,0.0,-1.392512,3.672878,2.494326,0.051,0.0,0.0,-0.804398,0.594091,0.0,-0.0,-1.869322,-2.392423,0.47681,0.99991,0.47681,0.99991,0.99991,0.540378,0.841422,saw,0.03,2,20,True,190.0,20.0,0.1058201058201058,2.8521870175724966,1.821427339426852,1.024117249836472,1.1898394281083984,completed,206.0038,6,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1100 ticks in CuttingAction (status=stagnant, max link displacement 0.00002m over 25 ticks, wiggle=False). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1400 ticks in CuttingAction (status=stagnant, max link displacement 0.00017m over 25 ticks, wiggle=False). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1550 ticks in CuttingAction (status=stagnant, max link displacement 0.00001m over 25 ticks, wiggle=False). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1400 ticks in CuttingAction (status=stagnant, max link displacement 0.00012m over 25 ticks, wiggle=False). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 925 ticks in CuttingAction (status=stagnant, max link displacement 0.00008m over 25 ticks, wiggle=False). | LEFT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1400 ticks in CuttingAction (status=stagnant, max link displacement 0.00007m over 25 ticks, wiggle=False)."
bread_0003,bread_cutting,f4a94fdb-618f-4e49-9b4e-f5ed11ab4901,bread_0003,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,retry_after_rotation,rotated_180,False,,False,False,False,True,pr2,success,LEFT,knife_left,rotated_180,6,5,5,True,True,True,rotate_z_180deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,2.649046,2.389942,0.996814,map,0.0,0.0,0.0,0.0,,,,2.649046,2.389942,0.996814,0.0,0.0,0.992189,-0.124745,0.0,-0.0,-2.891452,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.968878,-0.247541,0.0,-2.891452,1.671078,2.290485,0.051,0.0,0.0,-0.212782,0.9771,0.0,-0.0,-0.428842,0.101349,-2.46261,-2.9928,-2.46261,-2.9928,0.148792,0.988951,0.148244,saw,0.03,2,20,True,190.0,95.0,0.5026455026455027,2.5432347848002053,2.363562330158916,1.068205833555277,0.3883576458030729,completed,313.8616,5,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1350 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1325 ticks in CuttingAction (status=stagnant, max link displacement 0.00002m over 25 ticks, wiggle=False). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1400 ticks in CuttingAction (status=stagnant, max link displacement 0.00104m over 25 ticks, wiggle=False). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1075 ticks in CuttingAction (status=stagnant, max link displacement 0.00002m over 25 ticks, wiggle=False). | RIGHT rotated_180 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1400 ticks in CuttingAction (status=stagnant, max link displacement 0.00001m over 25 ticks, wiggle=False)."
bread_0004,bread_cutting,f4a94fdb-618f-4e49-9b4e-f5ed11ab4901,bread_0004,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,retry_with_left_arm,right_arm_failed,False,,False,False,False,True,pr2,success,LEFT,knife_left,primary,2,1,1,True,True,False,,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,2.930927,3.641348,0.996814,map,0.0,0.0,0.0,0.0,,,,2.930927,3.641348,0.996814,0.0,0.0,0.292491,0.956268,0.0,-0.0,0.593662,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,0.828898,0.5594,0.0,0.593662,3.650897,3.641353,0.051,0.0,0.0,1.0,1.1e-05,0.0,-0.0,3.141571,-3.141586,-2.547909,-2.547938,-2.547909,-2.547938,0.593655,0.828902,0.559394,saw,0.03,2,20,True,190.0,95.0,0.5026455026455027,3.0216711896184054,3.701823756534994,1.068205833555277,0.6314645850362295,completed,96.9131,1,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1350 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False)."
bread_0005,bread_cutting,f4a94fdb-618f-4e49-9b4e-f5ed11ab4901,bread_0005,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,retry_after_rotation,rotated_180,False,,False,False,False,True,pr2,success,RIGHT,knife_right,rotated_180,5,4,4,True,True,True,rotate_z_180deg,-0.128106,-0.049183,-0.029267,0.134048,0.047915,0.035765,0.262154,0.097098,0.065031,0.00165535,2.569424,1.592888,0.996814,map,0.0,0.0,0.0,0.0,,,,2.569424,1.592888,0.996814,0.0,0.0,-0.860717,0.509084,0.0,-0.0,-2.073353,-0.103106,-0.000634,-0.026015,0.095364,0.5,0.05,1.0,0.0,0.0,-0.481668,-0.876354,0.0,-2.073353,1.752262,1.593436,0.051,0.0,0.0,-0.001984,0.999998,0.0,-0.0,-0.003967,-0.000671,-2.069386,-2.072682,-2.069386,-2.072682,1.068911,0.481079,0.876677,saw,0.03,2,20,True,190.0,95.0,0.5026455026455027,2.516343150492665,1.4976286239575272,1.068205833555277,0.561447083959016,completed,265.7474,4,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1175 ticks in CuttingAction (status=stagnant, max link displacement 0.00004m over 25 ticks, wiggle=False). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1325 ticks in CuttingAction (status=stagnant, max link displacement 0.00002m over 25 ticks, wiggle=False). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1275 ticks in CuttingAction (status=stagnant, max link displacement 0.00007m over 25 ticks, wiggle=False). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1225 ticks in CuttingAction (status=stagnant, max link displacement 0.00003m over 25 ticks, wiggle=False)."
bread_0006,bread_cutting,f4a94fdb-618f-4e49-9b4e-f5ed11ab4901,bread_0006,910002,apartment,full_system,base_system,True,,,Knife,middle,1,,,True,True,ok,retry_after_rotation,rotated_180,False,,False,False,False,True,pr2,success,RIGHT,knife_right,rotated_180,5,4,4,True,True,True,rotate_z_180deg,-0.153728,-0.05902,-0.03512,0.160858,0.057498,0.042917,0.314585,0.116518,0.078038,0.00286045,2.583114,1.995355,0.996814,map,0.0,0.0,0.0,0.0,,,,2.583114,1.995355,0.996814,0.0,0.0,0.999867,-0.016323,0.0,-0.0,-3.108945,-0.128728,-0.000761,-0.031218,0.07947,0.5,0.05,1.0,0.0,0.0,-0.999467,-0.032642,0.0,-3.108945,1.752676,1.995646,0.051,0.0,0.0,-0.000415,1.0,0.0,-0.0,-0.000829,-0.000349,-3.108115,-3.108595,-3.108115,-3.108595,0.032997,0.999456,0.032991,saw,0.03,2,20,True,228.0,137.0,0.6035242290748899,2.4488498215933268,1.944337911989976,1.029948485000244,0.5802955931032523,completed,248.8747,4,"RIGHT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1425 ticks in CuttingAction (status=stagnant, max link displacement 0.00000m over 25 ticks, wiggle=False). | LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1525 ticks in CuttingAction (status=stagnant, max link displacement 0.00006m over 25 ticks, wiggle=False). | RIGHT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1200 ticks in CuttingAction (status=stagnant, max link displacement 0.00003m over 25 ticks, wiggle=False). | LEFT rotated_90 -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 1300 ticks in CuttingAction (status=stagnant, max link displacement 0.00002m over 25 ticks, wiggle=False)."
