target_name,spawn_pose_xyz,environment_name,task_name,run_id,task_instance_id,seed,world_name,experiment_condition,baseline_name,knowledge_query_success,knowledge_query_error,knowledge_prior_task,knowledge_cutting_tool,knowledge_cutting_position,knowledge_repetition,required_prerequisite,prerequisite_source,prerequisite_satisfied_initially,autonomous_execution_feasible,feasibility_reason,robot_decision,decision_reason,assistance_requested,assistance_type,assistance_completed,task_blocked_by_prerequisite,task_resumed_after_assistance,final_success,robot_name,outcome,succeeded_arm,tool_name,phase,total_attempts,retry_count,collision_failure_count,recovery_used,recovery_success,perturbation_applied,perturbation_type,object_aabb_min_x,object_aabb_min_y,object_aabb_min_z,object_aabb_max_x,object_aabb_max_y,object_aabb_max_z,object_size_x,object_size_y,object_size_z,object_volume_aabb,target_world_x,target_world_y,target_world_z,support_surface_name,support_world_x,support_world_y,support_world_z,support_yaw_rad,support_size_x,support_size_y,support_size_z,object_world_x,object_world_y,object_world_z,object_quat_x,object_quat_y,object_quat_z,object_quat_w,object_roll_rad,object_pitch_rad,object_yaw_rad,anchor_local_x,anchor_local_y,anchor_local_z,anchor_norm_x,anchor_norm_y,anchor_norm_z,cut_normal_local_x,cut_normal_local_y,cut_normal_local_z,cut_normal_world_x,cut_normal_world_y,cut_normal_world_z,cut_normal_world_yaw_rad,robot_world_x,robot_world_y,robot_world_z,robot_quat_x,robot_quat_y,robot_quat_z,robot_quat_w,robot_roll_rad,robot_pitch_rad,robot_yaw_rad,robot_to_object_yaw_rad,object_yaw_relative_to_robot_rad,object_yaw_relative_to_approach_rad,cut_normal_relative_to_robot_rad,cut_normal_relative_to_approach_rad,cut_normal_approach_abs_angle_rad,cut_normal_approach_parallel_score,cut_normal_approach_perpendicular_score,technique_name,slice_thickness_m,num_cuts_x,pointer_stride,motion_approach_completed,motion_waypoint_count,motion_stopped_waypoint_index,motion_stopped_waypoint_fraction,motion_stopped_waypoint_x,motion_stopped_waypoint_y,motion_stopped_waypoint_z,motion_stopped_distance_m,motion_progress_note,execution_time_s,failure_count,failure_reasons,wiping_phase_reached,wiping_stall_status
wipe_target_0008,"[2.4546, 1.3795, 0.9518]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0008,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,wiping_motion_wiggle_after_phase_reached,task_failed,partial_wipe_wiggle_stalled,False,,False,False,False,False,hsrb,partial_wipe_stalled,,sponge_left,failed,1,0,1,False,False,False,,,,,,,,,,,,2.454603,1.379466,0.951814,island_countertop,,,,,,,,2.454603,1.379466,0.951814,0.0,0.0,0.947265,0.320452,0.0,-0.0,2.489178,,,,,,,,,,,,,,1.972565,1.35376,0.0,0.0,0.0,-0.066825,0.997765,0.0,-0.0,-0.133749,,,,,,,,,wipe,,,3,True,67.0,56.0,0.8484848484848485,2.353832162931916,1.3818945321699303,0.951814,0.559904070809419,completed,10.0329,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in WipingAction (status=wiggle, max link displacement 0.00371m over 25 ticks, wiggle=True).",True,wiggle
wipe_target_0009,"[2.5, 2.2247, 0.9518]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0009,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,wiping_motion_wiggle_after_phase_reached,task_failed,partial_wipe_wiggle_stalled,False,,False,False,False,False,hsrb,partial_wipe_stalled,,sponge_left,failed,1,0,1,False,False,False,,,,,,,,,,,,2.500015,2.224657,0.951814,island_countertop,,,,,,,,2.500015,2.224657,0.951814,0.0,0.0,0.88097,-0.473172,0.0,-0.0,-2.155817,,,,,,,,,,,,,,1.975217,2.208158,0.0,0.0,0.0,-0.068898,0.997624,0.0,-0.0,-0.137904,,,,,,,,,wipe,,,3,True,67.0,49.0,0.7424242424242424,2.4118702267340204,2.2277643306361887,0.951814,0.6076139789301704,completed,10.1488,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in WipingAction (status=wiggle, max link displacement 0.00367m over 25 ticks, wiggle=True).",True,wiggle
wipe_target_0010,"[2.7942, 1.5973, 0.9518]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0010,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,wiping_motion_wiggle_after_phase_reached,task_failed,partial_wipe_wiggle_stalled,False,,False,False,False,False,hsrb,partial_wipe_stalled,,sponge_left,failed,1,0,1,False,False,False,,,,,,,,,,,,2.794151,1.597259,0.951814,island_countertop,,,,,,,,2.794151,1.597259,0.951814,0.0,0.0,0.423774,0.905768,0.0,-0.0,0.875216,,,,,,,,,,,,,,3.410012,1.689321,0.0,0.0,0.0,0.999902,-0.014021,0.0,-0.0,-3.113549,,,,,,,,,wipe,,,3,True,67.0,50.0,0.7575757575757576,2.883787916925223,1.6053322656622366,0.951814,0.7740662184780277,completed,10.8269,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in WipingAction (status=wiggle, max link displacement 0.00221m over 25 ticks, wiggle=True).",True,wiggle
wipe_target_0011,"[2.9151, 3.8991, 0.9518]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0011,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,2.915095,3.899075,0.951814,island_countertop,,,,,,,,2.915095,3.899075,0.951814,0.0,0.0,0.999983,-0.005762,0.0,-0.0,-3.130069,,,,,,,,,,,,,,3.413105,3.968888,0.0,0.0,0.0,0.999966,-0.008265,0.0,-0.0,-3.125062,,,,,,,,,wipe,,,3,True,67.0,66.0,1.0,3.03263921195155,3.881844023273012,0.951814,0.6357000187105017,completed,10.2098,0,,True,
wipe_target_0012,"[2.8622, 2.0185, 0.9518]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0012,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,2.86225,2.018529,0.951814,island_countertop,,,,,,,,2.86225,2.018529,0.951814,0.0,0.0,0.983707,-0.179781,0.0,-0.0,-2.780064,,,,,,,,,,,,,,3.411549,2.089267,0.0,0.0,0.0,0.999927,-0.012049,0.0,-0.0,-3.117494,,,,,,,,,wipe,,,3,True,67.0,66.0,1.0,2.978575605476838,2.042649109694678,0.951814,0.6765764911094448,completed,10.9267,0,,True,
wipe_target_0013,"[2.9422, 2.2194, 0.9518]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0013,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,wiping_motion_wiggle_after_phase_reached,task_failed,partial_wipe_wiggle_stalled,False,,False,False,False,False,hsrb,partial_wipe_stalled,,sponge_left,failed,1,0,1,False,False,False,,,,,,,,,,,,2.942152,2.219412,0.951814,island_countertop,,,,,,,,2.942152,2.219412,0.951814,0.0,0.0,-0.82114,0.570727,0.0,-0.0,-1.926812,,,,,,,,,,,,,,3.409904,2.319815,0.0,0.0,0.0,0.999912,-0.013229,0.0,-0.0,-3.115133,,,,,,,,,wipe,,,3,True,67.0,62.0,0.9393939393939394,3.053011553794643,2.232242853167661,0.951814,0.6156477919170695,completed,10.7161,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in WipingAction (status=wiggle, max link displacement 0.00207m over 25 ticks, wiggle=True).",True,wiggle
wipe_target_0014,"[3.0423, 3.1424, 0.9518]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0014,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,3.042268,3.14235,0.951814,island_countertop,,,,,,,,3.042268,3.14235,0.951814,0.0,0.0,0.989457,-0.14483,0.0,-0.0,-2.850911,,,,,,,,,,,,,,3.637108,3.241584,0.0,0.0,0.0,0.999836,-0.018089,0.0,-0.0,-3.105412,,,,,,,,,wipe,,,3,True,67.0,65.0,0.9848484848484848,3.158660092670448,3.1304349383201884,0.951814,0.534164650534212,completed,8.86,0,,True,
wipe_target_0015,"[0.2927, 2.9457, 0.9255]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0015,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,wiping_motion_wiggle_after_phase_reached,task_failed,partial_wipe_wiggle_stalled,False,,False,False,False,False,hsrb,partial_wipe_stalled,,sponge_left,failed,1,0,1,False,False,False,,,,,,,,,,,,0.292744,2.945702,0.9255,countertop,,,,,,,,0.292744,2.945702,0.9255,0.0,0.0,0.967443,-0.253091,0.0,-0.0,-2.629845,,,,,,,,,,,,,,-0.297631,2.926024,0.0,0.0,0.0,-0.062923,0.998018,0.0,-0.0,-0.125929,,,,,,,,,wipe,,,3,True,67.0,51.0,0.7727272727272727,0.2010106462903947,2.949192510954667,0.92550006,0.6709024952310731,completed,10.4286,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in WipingAction (status=wiggle, max link displacement 0.00212m over 25 ticks, wiggle=True).",True,wiggle
wipe_target_0016,"[0.4585, 3.0931, 0.9255]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0016,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,wiping_motion_wiggle_after_phase_reached,task_failed,partial_wipe_wiggle_stalled,False,,False,False,False,False,hsrb,partial_wipe_stalled,,sponge_left,failed,1,0,1,False,False,False,,,,,,,,,,,,0.458528,3.093056,0.9255,countertop,,,,,,,,0.458528,3.093056,0.9255,0.0,0.0,0.226564,0.973996,0.0,-0.0,0.457097,,,,,,,,,,,,,,0.90585,3.130287,0.0,0.0,0.0,0.997307,0.073337,0.0,-0.0,2.994787,,,,,,,,,wipe,,,3,True,67.0,51.0,0.7727272727272727,0.5499337022052175,3.0845604741440846,0.92550006,0.5950084519656088,completed,10.3993,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in WipingAction (status=wiggle, max link displacement 0.00436m over 25 ticks, wiggle=True).",True,wiggle
wipe_target_0017,"[0.446, 3.2491, 0.9255]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0017,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,wiping_motion_wiggle_after_phase_reached,task_failed,partial_wipe_wiggle_stalled,False,,False,False,False,False,hsrb,partial_wipe_stalled,,sponge_left,failed,1,0,1,False,False,False,,,,,,,,,,,,0.446016,3.249075,0.9255,countertop,,,,,,,,0.446016,3.249075,0.9255,0.0,0.0,-0.204908,0.978781,0.0,-0.0,-0.41274,,,,,,,,,,,,,,0.907004,3.308713,0.0,0.0,0.0,0.997829,0.065853,0.0,-0.0,3.009792,,,,,,,,,wipe,,,3,True,67.0,55.0,0.8333333333333334,0.5449960779522325,3.2470908282192696,0.92550006,0.5884840276963197,completed,10.5749,1,"LEFT primary -> CollisionError (reported as timeout): Motion stalled while waiting for end of motion after 500 ticks in WipingAction (status=wiggle, max link displacement 0.00208m over 25 ticks, wiggle=True).",True,wiggle
wipe_target_0018,"[5.0316, 3.462, 0.7276]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0018,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,5.031606,3.461958,0.727643,table_area_main,,,,,,,,5.031606,3.461958,0.727643,0.0,0.0,0.964793,0.263012,0.0,-0.0,2.609308,,,,,,,,,,,,,,5.097417,2.8963,0.0,0.0,0.0,0.63777,0.770227,0.0,-0.0,1.383198,,,,,,,,,wipe,,,3,True,67.0,60.0,0.9090909090909092,4.9767957584639975,3.36890007090604,0.727643,0.6419928818433758,completed,4.9355,0,,True,
wipe_target_0019,"[5.1654, 3.4968, 0.7276]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0019,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,5.165446,3.496836,0.727643,table_area_main,,,,,,,,5.165446,3.496836,0.727643,0.0,0.0,0.987496,0.157645,0.0,-0.0,2.824982,,,,,,,,,,,,,,5.704867,3.664356,0.0,0.0,0.0,0.985908,-0.167289,0.0,-0.0,-2.805435,,,,,,,,,wipe,,,3,True,67.0,64.0,0.9696969696969696,5.232930021062286,3.4034718052484747,0.727643,0.7165249162057534,completed,6.8503,0,,True,
wipe_target_0020,"[4.8004, 3.8437, 0.7276]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0020,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,4.800404,3.843708,0.727643,table_area_main,,,,,,,,4.800404,3.843708,0.727643,0.0,0.0,-0.303596,0.952801,0.0,-0.0,-0.616929,,,,,,,,,,,,,,4.30583,3.661049,0.0,0.0,0.0,0.217935,0.975963,0.0,-0.0,0.439396,,,,,,,,,wipe,,,3,True,67.0,66.0,1.0,4.715448745347961,3.926750046586733,0.727643,0.7223269862038368,completed,6.3548,0,,True,
wipe_target_0021,"[4.7419, 4.5729, 0.7276]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0021,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,4.741916,4.572921,0.727643,table_area_main,,,,,,,,4.741916,4.572921,0.727643,0.0,0.0,-0.151849,0.988404,0.0,-0.0,-0.304878,,,,,,,,,,,,,,4.223936,4.379307,0.0,0.0,0.0,0.188898,0.981997,0.0,-0.0,0.38008,,,,,,,,,wipe,,,3,True,67.0,65.0,0.9848484848484848,4.652246959447511,4.648077639212803,0.727643,0.6632722954667548,completed,5.9819,0,,True,
wipe_target_0022,"[5.1403, 3.8328, 0.7276]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0022,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,5.14035,3.832799,0.727643,table_area_main,,,,,,,,5.14035,3.832799,0.727643,0.0,0.0,0.501347,0.865246,0.0,-0.0,1.050309,,,,,,,,,,,,,,5.532636,3.883422,0.0,0.0,0.0,0.996742,-0.08066,0.0,-0.0,-2.980098,,,,,,,,,wipe,,,3,True,67.0,48.0,0.7272727272727273,5.224917077367545,3.815098033814639,0.727643,0.7732817506273774,completed,6.9528,0,,True,
wipe_target_0023,"[4.7535, 4.0434, 0.7276]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0023,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,4.753506,4.043436,0.727643,table_area_main,,,,,,,,4.753506,4.043436,0.727643,0.0,0.0,0.820451,0.571716,0.0,-0.0,1.9244,,,,,,,,,,,,,,4.386223,3.625238,0.0,0.0,0.0,0.258624,0.965978,0.0,-0.0,0.523195,,,,,,,,,wipe,,,3,True,67.0,58.0,0.8787878787878788,4.649827141734488,4.055688734378141,0.727643,0.6848543234644596,completed,7.3426,0,,True,
wipe_target_0024,"[-0.0226, 1.3143, 0.4169]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0024,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.022638,1.314322,0.416921,apartment/cabinet1,,,,,,,,-0.022638,1.314322,0.416921,0.0,-0.707107,0.0,0.707107,-0.0,-1.570796,0.0,,,,,,,,,,,,,,-0.66047,1.264843,0.0,0.0,0.0,-0.012374,0.999923,0.0,-0.0,-0.024749,,,,,,,,,wipe,,,3,True,67.0,54.0,0.8181818181818182,-0.022638,1.3295276683933994,0.5129239542558173,0.8893264447815689,completed,5.9862,0,,True,
wipe_target_0025,"[-0.0226, 1.6134, 0.4992]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0025,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.022638,1.613391,0.499192,apartment/cabinet1,,,,,,,,-0.022638,1.613391,0.499192,0.0,-0.707107,0.0,0.707107,-0.0,-1.570796,0.0,,,,,,,,,,,,,,-0.658416,1.436568,0.0,0.0,0.0,0.136399,0.990654,0.0,-0.0,0.273652,,,,,,,,,wipe,,,3,True,67.0,54.0,0.8181818181818182,-0.022638,1.6285960903156085,0.5951952037297679,0.8240896656092264,completed,6.2057,0,,True,
wipe_target_0026,"[-0.0226, 1.4297, 0.5964]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0026,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.022638,1.429737,0.596426,apartment/cabinet1,,,,,,,,-0.022638,1.429737,0.596426,0.0,-0.707107,0.0,0.707107,-0.0,-1.570796,0.0,,,,,,,,,,,,,,-0.68923,1.338707,0.0,0.0,0.0,0.036571,0.999331,0.0,-0.0,0.073159,,,,,,,,,wipe,,,3,True,67.0,54.0,0.8181818181818182,-0.022638,1.444942778980336,0.6924293657627316,0.7500020676658324,completed,6.3302,0,,True,
wipe_target_0027,"[-0.0211, 1.8368, 0.6213]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0027,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.021112,1.836809,0.621286,apartment/cabinet2,,,,,,,,-0.021112,1.836809,0.621286,0.0,-0.707107,0.0,0.707107,-0.0,-1.570796,0.0,,,,,,,,,,,,,,-0.686541,1.719165,0.0,0.0,0.0,0.065366,0.997861,0.0,-0.0,0.130824,,,,,,,,,wipe,,,3,True,67.0,54.0,0.8181818181818182,-0.021112,1.8520145387845417,0.7172893469937502,0.7329345469490001,completed,5.8537,0,,True,
wipe_target_0028,"[-0.0209, 2.2991, 0.7043]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0028,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.020949,2.299104,0.70426,apartment/cabinet3,,,,,,,,-0.020949,2.299104,0.70426,0.0,-0.707107,0.0,0.707107,-0.0,-1.570796,0.0,,,,,,,,,,,,,,-0.49223,2.703979,0.0,0.0,0.0,-0.545989,0.837792,0.0,-0.0,-1.155139,,,,,,,,,wipe,,,3,True,67.0,55.0,0.8333333333333334,-0.020949,2.3369893775933166,0.7957239217814589,0.4684272902300027,completed,6.4545,0,,True,
wipe_target_0029,"[-0.0209, 2.6625, 0.7484]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0029,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.020949,2.662477,0.748446,apartment/cabinet3,,,,,,,,-0.020949,2.662477,0.748446,0.0,-0.707107,0.0,0.707107,-0.0,-1.570796,0.0,,,,,,,,,,,,,,-0.697451,2.539568,0.0,0.0,0.0,0.075976,0.99711,0.0,-0.0,0.152099,,,,,,,,,wipe,,,3,True,67.0,54.0,0.8181818181818182,-0.020949,2.677682474007992,0.8444489286607821,0.6480553770665681,completed,5.9746,0,,True,
wipe_target_0030,"[-0.0209, 2.6514, 0.4466]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0030,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.020949,2.651443,0.446581,apartment/cabinet3,,,,,,,,-0.020949,2.651443,0.446581,0.0,-0.707107,0.0,0.707107,-0.0,-1.570796,0.0,,,,,,,,,,,,,,-0.392014,2.949178,0.0,0.0,0.0,-0.606259,0.795267,0.0,-0.0,-1.302697,,,,,,,,,wipe,,,3,True,67.0,55.0,0.8333333333333334,-0.020949,2.6893284779038726,0.5380446794773291,0.7176689177789117,completed,7.5676,0,,True,
wipe_target_0031,"[-0.0197, 3.0472, 0.2072]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0031,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.019736,3.047204,0.207201,apartment/cabinet5,,,,,,,,-0.019736,3.047204,0.207201,0.0,-0.707107,0.0,0.707107,-0.0,-1.570796,0.0,,,,,,,,,,,,,,-0.463715,2.847685,0.0,0.0,0.0,0.257128,0.966377,0.0,-0.0,0.520098,,,,,,,,,wipe,,,3,True,67.0,55.0,0.8333333333333334,-0.0197359999999999,3.085089997483118,0.2986653065507626,1.058315066920701,completed,7.891,0,,True,
wipe_target_0032,"[-0.0195, 3.597, 0.4671]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0032,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,-0.019461,3.59701,0.467122,apartment/cabinet6,,,,,,,,-0.019461,3.59701,0.467122,0.0,-0.707107,0.0,0.707107,-0.0,-1.570796,0.0,,,,,,,,,,,,,,-0.485436,3.857845,0.0,0.0,0.0,-0.479197,0.877707,0.0,-0.0,-0.999479,,,,,,,,,wipe,,,3,True,67.0,55.0,0.8333333333333334,-0.019461,3.6348960578350806,0.5585864903891291,0.697629703317247,completed,7.8129,0,,True,
wipe_target_0033,"[2.2673, 3.817, 0.307]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0033,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,2.267279,3.817013,0.306969,apartment/cabinet7_door_bottom_left,,,,,,,,2.267279,3.817013,0.306969,-0.001126,-0.707106,-0.001126,0.707106,-0.003185,-1.570796,0.0,,,,,,,,,,,,,,1.769622,3.646458,0.0,0.0,0.0,0.189524,0.981876,0.0,-0.0,0.381354,,,,,,,,,wipe,,,3,True,67.0,55.0,0.8333333333333334,2.2673999102244022,3.8548989111904137,0.3984328441639795,0.9689358071616716,completed,7.6411,0,,True,
wipe_target_0034,"[2.265, 3.1403, 0.2669]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0034,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,2.265028,3.140344,0.266893,apartment/cabinet8_drawer_bottom,,,,,,,,2.265028,3.140344,0.266893,-0.001126,-0.707106,-0.001126,0.707106,-0.003185,-1.570796,0.0,,,,,,,,,,,,,,1.704946,3.090683,0.0,0.0,0.0,-0.014249,0.999898,0.0,-0.0,-0.0285,,,,,,,,,wipe,,,3,True,67.0,54.0,0.8181818181818182,2.265076501560713,3.155549366820718,0.3628960170187924,1.01506140053312,completed,8.4441,0,,True,
wipe_target_0035,"[2.2632, 2.2106, 0.8286]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0035,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,2.263246,2.210583,0.828574,apartment/cabinet10_drawer_top,,,,,,,,2.263246,2.210583,0.828574,-0.001126,-0.707106,-0.001126,0.707106,-0.003185,-1.570796,0.0,,,,,,,,,,,,,,1.838214,2.661113,0.0,0.0,0.0,-0.596569,0.802562,0.0,-0.0,-1.278438,,,,,,,,,wipe,,,3,True,67.0,55.0,0.8333333333333334,2.2633670588636567,2.2484680498362577,0.9200381244508355,0.3541356726783521,completed,6.1358,0,,True,
wipe_target_0036,"[2.2631, 2.1715, 0.5741]",apartment,space_wiping,7c5c5c94-ffbb-4277-83a5-4b9de2b12d9e,wipe_target_0036,910004,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,none,True,True,ok,wipe,primary_attempt,False,,False,False,False,True,hsrb,success,LEFT,sponge_left,primary,1,0,0,False,False,False,,,,,,,,,,,,2.263103,2.171453,0.574119,apartment/cabinet10_drawer_middle,,,,,,,,2.263103,2.171453,0.574119,-0.001126,-0.707106,-0.001126,0.707106,-0.003185,-1.570796,0.0,,,,,,,,,,,,,,1.562746,2.158695,0.0,0.0,0.0,-0.034917,0.99939,0.0,-0.0,-0.069848,,,,,,,,,wipe,,,3,True,67.0,54.0,0.8181818181818182,2.263151184662812,2.1866581890767884,0.6701224160187578,0.7667205196079948,completed,6.8991,0,,True,
