bowl_name,knowledge_motion,knowledge_mixing_tool,task_name,run_id,task_instance_id,seed,world_name,experiment_condition,baseline_name,knowledge_query_success,knowledge_query_error,knowledge_prior_task,knowledge_cutting_tool,knowledge_cutting_position,knowledge_repetition,required_prerequisite,prerequisite_source,prerequisite_satisfied_initially,autonomous_execution_feasible,feasibility_reason,robot_decision,decision_reason,assistance_requested,assistance_type,assistance_completed,task_blocked_by_prerequisite,task_resumed_after_assistance,final_success,robot_name,outcome,succeeded_arm,tool_name,phase,total_attempts,retry_count,collision_failure_count,recovery_used,recovery_success,perturbation_applied,perturbation_type,object_aabb_min_x,object_aabb_min_y,object_aabb_min_z,object_aabb_max_x,object_aabb_max_y,object_aabb_max_z,object_size_x,object_size_y,object_size_z,object_volume_aabb,target_world_x,target_world_y,target_world_z,support_surface_name,support_world_x,support_world_y,support_world_z,support_yaw_rad,support_size_x,support_size_y,support_size_z,object_world_x,object_world_y,object_world_z,object_quat_x,object_quat_y,object_quat_z,object_quat_w,object_roll_rad,object_pitch_rad,object_yaw_rad,anchor_local_x,anchor_local_y,anchor_local_z,anchor_norm_x,anchor_norm_y,anchor_norm_z,cut_normal_local_x,cut_normal_local_y,cut_normal_local_z,cut_normal_world_x,cut_normal_world_y,cut_normal_world_z,cut_normal_world_yaw_rad,robot_world_x,robot_world_y,robot_world_z,robot_quat_x,robot_quat_y,robot_quat_z,robot_quat_w,robot_roll_rad,robot_pitch_rad,robot_yaw_rad,robot_to_object_yaw_rad,object_yaw_relative_to_robot_rad,object_yaw_relative_to_approach_rad,cut_normal_relative_to_robot_rad,cut_normal_relative_to_approach_rad,cut_normal_approach_abs_angle_rad,cut_normal_approach_parallel_score,cut_normal_approach_perpendicular_score,technique_name,slice_thickness_m,num_cuts_x,pointer_stride,motion_approach_completed,motion_waypoint_count,motion_stopped_waypoint_index,motion_stopped_waypoint_fraction,motion_stopped_waypoint_x,motion_stopped_waypoint_y,motion_stopped_waypoint_z,motion_stopped_distance_m,motion_progress_note,execution_time_s,failure_count,failure_reasons,mixing_phase_reached,mixing_planned_duration_s,mixing_estimated_completed_time_s
bowl_0014,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,10f941d8-6f47-4be3-9744-81eb84a92cef,bowl_0014,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,hsrb,success,LEFT,whisk_left,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.506733,3.148897,0.996814,map,0.0,0.0,0.0,0.0,,,,2.506733,3.148897,0.996814,0.0,0.0,0.996149,0.087672,0.0,-0.0,2.966023,,,,,,,,,,,,,,1.924825,3.059571,0.0,0.0,0.0,-0.141249,0.989974,0.0,-0.0,-0.283446,,,,,,,,,Whisking,,,0,True,201.0,62.0,0.31,2.474598365479109,3.1712167745136224,1.026468390066862,0.3883533401657791,completed,5.6369,0,,True,2.0,0.62
bowl_0015,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,10f941d8-6f47-4be3-9744-81eb84a92cef,bowl_0015,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,hsrb,success,LEFT,whisk_left,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.958581,3.425128,0.996814,map,0.0,0.0,0.0,0.0,,,,2.958581,3.425128,0.996814,0.0,0.0,0.938481,0.34533,0.0,-0.0,2.436411,,,,,,,,,,,,,,3.491143,3.455755,0.0,0.0,0.0,0.991459,0.130418,0.0,-0.0,2.880012,,,,,,,,,Whisking,,,0,True,201.0,146.0,0.73,2.992049129388653,3.405941153822486,1.0264683900668623,0.3890584213500285,completed,7.3398,0,,True,2.0,1.46
bowl_0016,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,10f941d8-6f47-4be3-9744-81eb84a92cef,bowl_0016,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,hsrb,success,LEFT,whisk_left,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.851885,1.410036,0.996814,map,0.0,0.0,0.0,0.0,,,,2.851885,1.410036,0.996814,0.0,0.0,0.914138,0.405403,0.0,-0.0,2.306753,,,,,,,,,,,,,,3.160445,0.870876,0.0,0.0,0.0,0.79709,0.603861,0.0,-0.0,1.844921,,,,,,,,,Whisking,,,0,True,201.0,189.0,0.945,2.835619445031948,1.3778356284510254,1.0264683900668623,0.5671335308618922,completed,6.8414,0,,True,2.0,1.89
bowl_0017,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,10f941d8-6f47-4be3-9744-81eb84a92cef,bowl_0017,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,hsrb,success,LEFT,whisk_left,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,0.211721,3.131116,0.9705,map,0.0,0.0,0.0,0.0,,,,0.211721,3.131116,0.9705,0.0,0.0,0.987481,0.15774,0.0,-0.0,2.82479,,,,,,,,,,,,,,-0.351344,2.98915,0.0,0.0,0.0,-0.112206,0.993685,0.0,-0.0,-0.224886,,,,,,,,,Whisking,,,0,True,201.0,58.0,0.29,0.1802157111953624,3.153860061416756,1.0001544500668622,0.3370636937227328,completed,6.0887,0,,True,2.0,0.58
bowl_0018,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,10f941d8-6f47-4be3-9744-81eb84a92cef,bowl_0018,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,hsrb,success,LEFT,whisk_left,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,4.897959,4.270903,0.772643,map,0.0,0.0,0.0,0.0,,,,4.897959,4.270903,0.772643,0.0,0.0,-0.365644,0.930755,0.0,-0.0,-0.748649,,,,,,,,,,,,,,4.293963,4.379857,0.0,0.0,0.0,-0.196611,0.980482,0.0,-0.0,-0.3958,,,,,,,,,Whisking,,,0,True,201.0,143.0,0.715,4.856482160916441,4.29202583714001,0.8092282680802345,0.4852039825419741,completed,7.0125,0,,True,2.0,1.43
bowl_0019,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,10f941d8-6f47-4be3-9744-81eb84a92cef,bowl_0019,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,hsrb,success,LEFT,whisk_left,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,5.03776,3.58425,0.772643,map,0.0,0.0,0.0,0.0,,,,5.03776,3.58425,0.772643,0.0,0.0,0.299783,0.954008,0.0,-0.0,0.60893,,,,,,,,,,,,,,4.964521,2.982207,0.0,0.0,0.0,0.573324,0.819329,0.0,-0.0,1.221113,,,,,,,,,Whisking,,,0,True,201.0,133.0,0.665,5.017395347659623,3.5329277408765143,0.816159146093607,0.5685791239634446,completed,8.3165,0,,True,2.0,1.33
bowl_0020,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,10f941d8-6f47-4be3-9744-81eb84a92cef,bowl_0020,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,hsrb,success,LEFT,whisk_left,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,5.132217,4.028851,0.772643,map,0.0,0.0,0.0,0.0,,,,5.132217,4.028851,0.772643,0.0,0.0,0.957374,-0.288852,0.0,-0.0,-2.555539,,,,,,,,,,,,,,5.789712,3.930322,0.0,0.0,0.0,0.982034,0.188704,0.0,-0.0,2.761908,,,,,,,,,Whisking,,,0,True,201.0,185.0,0.925,5.170648191200702,4.00861109000623,0.8092282680802345,0.4887959492047397,completed,7.5757,0,,True,2.0,1.85
bowl_0021,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,10f941d8-6f47-4be3-9744-81eb84a92cef,bowl_0021,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,hsrb,success,LEFT,whisk_left,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,5.070471,4.530851,0.772643,map,0.0,0.0,0.0,0.0,,,,5.070471,4.530851,0.772643,0.0,0.0,-0.266781,0.963757,0.0,-0.0,-0.540103,,,,,,,,,,,,,,5.746516,4.609135,0.0,0.0,0.0,0.996739,0.080689,0.0,-0.0,2.980038,,,,,,,,,Whisking,,,0,True,201.0,46.0,0.23,5.117803378751278,4.506550315156977,0.8161591460936068,0.6691744168083338,completed,8.1279,0,,True,2.0,0.46
bowl_0022,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,10f941d8-6f47-4be3-9744-81eb84a92cef,bowl_0022,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,hsrb,success,LEFT,whisk_left,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,4.838749,3.874241,0.772643,map,0.0,0.0,0.0,0.0,,,,4.838749,3.874241,0.772643,0.0,0.0,0.943289,-0.331973,0.0,-0.0,-2.464804,,,,,,,,,,,,,,4.251471,3.790544,0.0,0.0,0.0,-0.138039,0.990427,0.0,-0.0,-0.276962,,,,,,,,,Whisking,,,0,True,201.0,88.0,0.44,4.790220614784987,3.903193973280246,0.8161591460936068,0.4189328818858616,completed,6.1206,0,,True,2.0,0.88
bowl_0001,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9f7e541e-a69f-48ea-81d1-1c62a91c8c61,bowl_0001,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,2.772256,2.961304,0.996814,map,0.0,0.0,0.0,0.0,,,,2.772256,2.961304,0.996814,0.0,0.0,0.992773,0.120011,0.0,-0.0,2.900991,,,,,,,,,,,,,,3.595078,2.400412,0.051,0.0,0.0,0.940398,-0.340076,0.0,-0.0,-2.447597,,,,,,,,,Whisking,,,0,True,201.0,117.0,0.585,2.815908493125772,3.0085717606173805,1.0472610241069795,0.2570113651298011,completed,8.0795,0,,True,2.0,1.17
bowl_0002,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9f7e541e-a69f-48ea-81d1-1c62a91c8c61,bowl_0002,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,2.833804,1.711737,0.996814,map,0.0,0.0,0.0,0.0,,,,2.833804,1.711737,0.996814,0.0,0.0,0.767249,0.64135,0.0,-0.0,1.74908,,,,,,,,,,,,,,3.548157,1.204679,0.051,0.0,0.0,0.961094,-0.276222,0.0,-0.0,-2.581871,,,,,,,,,Whisking,,,0,True,201.0,81.0,0.405,2.875186376686389,1.7497568672914603,1.040330146093607,0.6204574229307692,completed,8.9239,0,,True,2.0,0.81
bowl_0003,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9f7e541e-a69f-48ea-81d1-1c62a91c8c61,bowl_0003,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,2.638888,2.384647,0.996814,map,0.0,0.0,0.0,0.0,,,,2.638888,2.384647,0.996814,0.0,0.0,0.124745,0.992189,0.0,-0.0,0.250141,,,,,,,,,,,,,,1.602934,2.775955,0.051,0.0,0.0,0.463845,0.885916,0.0,-0.0,0.96466,,,,,,,,,Whisking,,,0,True,201.0,134.0,0.67,2.6060954620249683,2.3506222752637576,1.0333992680802346,0.6299032417596446,completed,29.5884,0,,True,2.0,1.34
bowl_0004,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9f7e541e-a69f-48ea-81d1-1c62a91c8c61,bowl_0004,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.941434,3.65124,0.996814,map,0.0,0.0,0.0,0.0,,,,2.941434,3.65124,0.996814,0.0,0.0,0.292491,0.956268,0.0,-0.0,0.593662,,,,,,,,,,,,,,3.551865,3.225205,0.051,0.0,0.0,0.979459,-0.201646,0.0,-0.0,-2.735517,,,,,,,,,Whisking,,,0,True,201.0,40.0,0.2,2.966241171160253,3.679466633048349,1.0264683900668623,0.5590846145549614,completed,17.7665,0,,True,2.0,0.4
bowl_0005,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9f7e541e-a69f-48ea-81d1-1c62a91c8c61,bowl_0005,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.555916,1.576558,0.996814,map,0.0,0.0,0.0,0.0,,,,2.555916,1.576558,0.996814,0.0,0.0,0.509084,0.860717,0.0,-0.0,1.06824,,,,,,,,,,,,,,1.593513,1.995779,0.051,0.0,0.0,0.383982,0.92334,0.0,-0.0,0.788211,,,,,,,,,Whisking,,,0,True,201.0,155.0,0.775,2.534500682488035,1.5452490444394424,1.0264683900668623,0.5577954516860224,completed,29.4513,0,,True,2.0,1.55
bowl_0006,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9f7e541e-a69f-48ea-81d1-1c62a91c8c61,bowl_0006,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,2.573862,1.989538,0.996814,map,0.0,0.0,0.0,0.0,,,,2.573862,1.989538,0.996814,0.0,0.0,0.016323,0.999867,0.0,-0.0,0.032648,,,,,,,,,,,,,,1.596533,2.402026,0.051,0.0,0.0,0.422228,0.90649,0.0,-0.0,0.871803,,,,,,,,,Whisking,,,0,True,201.0,124.0,0.62,2.5335937988981323,1.9399476398859408,1.0472610241069795,0.5577801851682075,completed,30.8917,0,,True,2.0,1.24
bowl_0007,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9f7e541e-a69f-48ea-81d1-1c62a91c8c61,bowl_0007,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.675214,3.764702,0.996814,map,0.0,0.0,0.0,0.0,,,,2.675214,3.764702,0.996814,0.0,0.0,-0.646377,0.763018,0.0,-0.0,-1.405654,,,,,,,,,,,,,,1.662964,4.100318,0.051,0.0,0.0,0.48909,0.872233,0.0,-0.0,1.022093,,,,,,,,,Whisking,,,0,True,201.0,82.0,0.41,2.644485535052998,3.738817615678779,1.0264683900668623,0.6659319935534508,completed,22.6111,0,,True,2.0,0.82
bowl_0008,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9f7e541e-a69f-48ea-81d1-1c62a91c8c61,bowl_0008,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.966602,2.616432,0.996814,map,0.0,0.0,0.0,0.0,,,,2.966602,2.616432,0.996814,0.0,0.0,-0.810126,0.586256,0.0,-0.0,-1.888733,,,,,,,,,,,,,,3.586102,2.176626,0.051,0.0,0.0,0.983287,-0.18206,0.0,-0.0,-2.77543,,,,,,,,,Whisking,,,0,True,201.0,159.0,0.795,2.9860283395335028,2.6486810565412267,1.026468390066862,0.5332464041993447,completed,29.918,0,,True,2.0,1.59
bowl_0009,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9f7e541e-a69f-48ea-81d1-1c62a91c8c61,bowl_0009,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.676513,2.668433,0.996814,map,0.0,0.0,0.0,0.0,,,,2.676513,2.668433,0.996814,0.0,0.0,0.884464,-0.466608,0.0,-0.0,-2.170689,,,,,,,,,,,,,,1.658767,2.924932,0.051,0.0,0.0,0.49081,0.871267,0.0,-0.0,1.026038,,,,,,,,,Whisking,,,0,True,201.0,56.0,0.28,2.647512361308665,2.6427796500523373,1.026468390066862,0.6384869681294063,completed,25.215,0,,True,2.0,0.56
bowl_0010,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9f7e541e-a69f-48ea-81d1-1c62a91c8c61,bowl_0010,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.097287,-0.100505,-0.045459,0.098234,0.094087,0.048516,0.195521,0.194592,0.093975,0.00357548,2.965778,4.027195,0.996814,map,0.0,0.0,0.0,0.0,,,,2.965778,4.027195,0.996814,0.0,0.0,0.976542,-0.215327,0.0,-0.0,-2.707539,,,,,,,,,,,,,,3.596715,3.657704,0.051,0.0,0.0,0.967427,-0.25315,0.0,-0.0,-2.629723,,,,,,,,,Whisking,,,0,True,201.0,132.0,0.66,2.9933624065613804,4.075122556851328,1.040330146093607,0.2153506311406109,completed,27.0947,0,,True,2.0,1.32
bowl_0011,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9f7e541e-a69f-48ea-81d1-1c62a91c8c61,bowl_0011,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.111185,-0.114863,-0.051953,0.112268,0.107528,0.055447,0.223453,0.222391,0.1074,0.00533716,2.925958,2.200676,0.996814,map,0.0,0.0,0.0,0.0,,,,2.925958,2.200676,0.996814,0.0,0.0,0.04021,0.999191,0.0,-0.0,0.080441,,,,,,,,,,,,,,3.57751,1.716426,0.051,0.0,0.0,0.980105,-0.19848,0.0,-0.0,-2.741979,,,,,,,,,Whisking,,,0,True,201.0,24.0,0.12,2.964400491862038,2.2448225287226897,1.0472610241069795,0.5369679637825012,completed,27.8138,0,,True,2.0,0.24
bowl_0012,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9f7e541e-a69f-48ea-81d1-1c62a91c8c61,bowl_0012,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.083389,-0.086147,-0.038965,0.084201,0.080646,0.041585,0.16759,0.166793,0.08055,0.00225161,2.512515,3.992078,0.996814,map,0.0,0.0,0.0,0.0,,,,2.512515,3.992078,0.996814,0.0,0.0,0.984384,-0.176034,0.0,-0.0,-2.78768,,,,,,,,,,,,,,1.651994,4.390813,0.051,0.0,0.0,0.342277,0.939599,0.0,-0.0,0.698679,,,,,,,,,Whisking,,,0,True,201.0,31.0,0.155,2.484911722534613,3.957326624687174,1.0333992680802346,0.5277424086296418,completed,26.8963,0,,True,2.0,0.31
bowl_0013,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9f7e541e-a69f-48ea-81d1-1c62a91c8c61,bowl_0013,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.582189,1.313648,0.996814,map,0.0,0.0,0.0,0.0,,,,2.582189,1.313648,0.996814,0.0,0.0,-0.368255,0.929725,0.0,-0.0,-0.754262,,,,,,,,,,,,,,2.150186,0.500125,0.051,0.0,0.0,0.893855,0.448356,0.0,-0.0,2.211742,,,,,,,,,Whisking,,,0,True,201.0,43.0,0.215,2.613514563010886,1.2925112090062878,1.026468390066862,0.5130515185756874,completed,25.8669,0,,True,2.0,0.43
bowl_0014,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9f7e541e-a69f-48ea-81d1-1c62a91c8c61,bowl_0014,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.506733,3.148897,0.996814,map,0.0,0.0,0.0,0.0,,,,2.506733,3.148897,0.996814,0.0,0.0,0.996149,0.087672,0.0,-0.0,2.966023,,,,,,,,,,,,,,1.621675,3.564042,0.051,0.0,0.0,0.344659,0.938728,0.0,-0.0,0.703751,,,,,,,,,Whisking,,,0,True,201.0,16.0,0.08,2.483151722970687,3.1213902694833995,1.026468390066862,0.559654151907847,completed,28.706,0,,True,2.0,0.16
bowl_0015,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9f7e541e-a69f-48ea-81d1-1c62a91c8c61,bowl_0015,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.958581,3.425128,0.996814,map,0.0,0.0,0.0,0.0,,,,2.958581,3.425128,0.996814,0.0,0.0,0.938481,0.34533,0.0,-0.0,2.436411,,,,,,,,,,,,,,3.539554,2.983949,0.051,0.0,0.0,0.980139,-0.198311,0.0,-0.0,-2.742324,,,,,,,,,Whisking,,,0,True,201.0,99.0,0.495,2.9839154149685485,3.456743956184015,1.0264683900668623,0.5551804493239152,completed,23.1917,0,,True,2.0,0.99
bowl_0016,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9f7e541e-a69f-48ea-81d1-1c62a91c8c61,bowl_0016,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,2.851885,1.410036,0.996814,map,0.0,0.0,0.0,0.0,,,,2.851885,1.410036,0.996814,0.0,0.0,0.914138,0.405403,0.0,-0.0,2.306753,,,,,,,,,,,,,,2.438887,0.431572,0.051,0.0,0.0,0.932149,0.362074,0.0,-0.0,2.400608,,,,,,,,,Whisking,,,0,True,201.0,145.0,0.725,2.8833589305916334,1.3876066568915724,1.0264683900668623,0.5575044601358403,completed,31.0775,0,,True,2.0,1.45
bowl_0017,http://www.ease-crc.org/ont/meals#spiral,http://www.ease-crc.org/ont/meals#Whisk,bowl_mixing,9f7e541e-a69f-48ea-81d1-1c62a91c8c61,bowl_0017,910002,apartment,full_system,task_knowledge+htn+constraint_planning,True,,,,,,,knowledge_base,True,True,ok,mix,primary_success,False,,False,False,False,True,pr2,success,RIGHT,whisk_right,primary,1,0,0,False,False,False,,-0.069491,-0.071789,-0.032471,0.070167,0.067205,0.034654,0.139658,0.138995,0.067125,0.00130302,0.211721,3.131116,0.9705,map,0.0,0.0,0.0,0.0,,,,0.211721,3.131116,0.9705,0.0,0.0,0.987481,0.15774,0.0,-0.0,2.82479,,,,,,,,,,,,,,-0.663129,3.527183,0.051,0.0,0.0,0.332732,0.943021,0.0,-0.0,0.678399,,,,,,,,,Whisking,,,0,True,201.0,9.0,0.045,0.1908663486225393,3.1017366231331285,1.0001544500668622,0.5365598777930478,completed,28.9772,0,,True,2.0,0.09
